,en_forward_frailty
0,0.03456689304724109
1,-0.22024824411049299
2,0.7524927416073661
3,1.4053240692143822
4,0.44632756857750466
5,-0.633794112398597
6,0.03989202368423833
7,-0.7098034716992074
8,-0.35323544771386073
9,-0.23133634663189856
10,-0.49782079288986325
11,0.7197671505144154
12,-0.3502404208869119
13,-0.15931947890141634
14,0.8222993808792772
15,0.4958057095832231
16,0.21320901467338968
17,-0.11395733787542023
18,-0.012699515855938787
19,-0.5103373508192757
20,-0.6307766298269227
21,0.13629959665485478
22,-0.01270962519900612
23,-0.2525838125600964
24,0.7649685543721887
25,2.050131582306594
26,-0.4221460965488363
27,-0.8822546291337436
28,0.26041958091735756
29,-0.10419784288755313
30,0.16500016918318533
31,0.29678198307099957
32,0.8317542471032132
33,-0.13063107811253813
34,-0.5214189974140632
35,0.20462087707327323
36,-0.10471160724508619
37,0.17910889549996997
38,-0.5220737550587011
39,-0.43538316302110414
40,0.9642738712971533
41,-0.33176994541036603
42,0.06700148116697938
43,-0.8522540317991086
44,-0.21816449915843533
45,0.08377928689515923
46,-0.13818712995700272
47,0.2142591787645013
48,-0.07063638120695886
49,0.1570259758099637
50,-0.3705803911254887
51,-0.35768543741558695
52,0.6906821204158657
53,-0.691002966580129
54,-0.4311670030930223
55,0.22767334038377934
56,-0.7408267413995514
57,-0.42995545073535524
58,-0.26748843160860036
59,-0.8319349696958579
60,-0.3177848717351794
61,-0.1421859947980002
62,-0.04064560893913732
63,0.10384620923537191
64,-0.4531426631467078
65,0.22431046734099794
66,-0.4322227367253379
67,0.048997226341958695
68,-0.43505630263820294
69,-0.3300232837866299
70,-0.5811896595368506
71,-0.30309210116048096
72,-0.1637447461195075
73,1.1765509706083292
74,-0.5542652516048071
75,-0.2644210748936315
76,-0.0030265714833721535
77,-0.10378367643854686
78,0.1553166545139468
79,0.15967215999586765
80,0.6877376768713558
81,0.11236354282859454
82,-0.03760954338906429
83,-0.2840948653472007
84,0.5223489842873938
85,-0.38136199478890986
86,-0.315338065570352
87,-0.04482244872973712
88,-0.1564405705072202
89,-0.6946387462346875
90,-0.5455003954457686
91,-0.8933533146422884
92,-0.7750562357448281
93,-0.5208982155800833
94,-0.3102553137506131
95,-0.17539637687788964
96,-0.5632691089861415
97,0.05476477988945633
98,-0.4325528021887664
99,-0.8070617450205386
100,-0.6621314837036449
101,0.2739651017020144
102,0.21746878751872925
103,0.2899738360204423
104,0.43545949568078035
105,-0.7730540929671802
106,-0.5608835387410412
107,-0.37028459773320443
108,-0.4936720330061591
109,0.263991689946089
110,-0.577860480726261
111,0.6426011514478003
112,0.4480124386141218
113,-0.3917663436428359
114,-0.43330122085130757
115,-0.2907953757829417
116,-0.3884891927972331
117,-0.46023265007857883
118,-0.5659062395910716
119,-0.8863841996442631
120,0.26276636906251394
121,-0.05374104272820754
122,-0.33505069781692465
