,en_mort_cmb_met
99,-0.021920575346522718
100,-0.46705845523784123
101,-0.274991677579104
102,0.18669275624759377
103,0.9095870207267583
104,-0.39213954187383077
105,-0.1493256372061559
106,0.543204491764971
107,0.03809602260467389
108,0.0639485227598615
109,0.5648384563217649
110,-0.41212348879711874
111,0.08591018284401543
112,-1.0554358448189007
113,0.5516226448238003
114,-0.5225869488337469
115,0.3813720749333693
116,0.6730305382592867
117,-0.43478721042531704
118,-0.0320752978865921
119,0.41043754706764135
120,-0.3242864301771877
121,-0.10040123200829405
122,0.08654308840599065
123,0.15805523012674552
124,-0.17541666791705327
125,-0.47385821791860244
126,1.4213428469059175
127,-0.7913911385911854
128,0.0023703875806249963
129,0.6572103506153205
130,-0.27462706470380044
131,0.010778306820016426
132,0.239788978857407
133,-0.5948852578128115
134,-0.011937117404024736
135,-0.12458148998826411
136,0.13281909863650787
137,0.22392669012398764
138,0.6430919307438712
139,-0.40724844447279784
140,0.6311622679116888
141,-0.11524186640640262
142,-0.8551236001123887
143,-0.07087868020308115
144,-0.5008583765474164
145,-0.4471435446667778
146,-0.055157344299536976
147,0.8431047808572395
148,0.5383081821914641
149,-0.48433397317254534
150,0.3678016924677525
151,-0.4228511807052873
152,-0.654846804473983
153,0.7998653320705068
154,1.929616856648257
155,0.0369125864469552
156,-0.7825041068692427
157,-0.47390047421806375
158,1.9046783340698974
159,0.10163423826675179
160,-0.6565653044969209
161,0.47022504276922683
162,0.28446696190339954
163,0.10855758967281173
164,-0.11696816436590948
165,0.019296350258362446
166,-0.48055457146943714
167,0.25316615750415833
168,-0.3167961272593274
169,-0.20883695687655504
170,-0.0410508715602318
171,2.58066793687081
172,0.23480463638341958
173,-0.9140844173882178
174,-0.2784974644378537
175,-0.2619488694651179
176,-0.009110927042980034
177,0.16286441742498822
178,3.170040664643189
179,0.2082765678967257
180,-0.7292284037489271
181,-0.41186565158648875
182,-0.14888072981941491
183,-0.6843394138812844
184,-0.728287180854231
185,-0.6649808538021396
186,-1.3267687524464016
187,-0.2957251543703694
188,0.10962794513737985
189,-0.911114282512647
190,-0.3549575141118393
191,-0.24847453344807918
192,0.026213886925385618
193,-0.5487908704216609
194,0.6534039810853957
195,-0.7946593736956962
196,-0.06554864354161609
197,-0.25101595968299384
198,1.1736573322105728
199,-0.05413618931175881
200,0.2906496539024182
201,-1.1126306795306546
202,-0.005679224917422962
203,0.7439235059136808
204,0.18408801576916797
205,-0.10594731194789624
206,-0.4353844371590071
207,3.0083632120927457
208,-0.44007227986174385
209,-0.1736185374225913
210,-0.9959727687922618
211,-1.1462077879280481
212,1.378124077658267
213,0.28901903804972384
214,0.4377454505333679
215,0.10149115638835726
216,-0.3935142650184327
217,-0.7696125224967888
218,0.0450208305582061
219,-0.3714171326959923
220,0.6186306858647647
221,0.25105646130861486
222,1.2218035601028903
223,0.12113782363614065
224,0.6981569353407028
225,0.39595642951734666
226,-0.7955175535391612
227,-0.6790876989929997
228,0.13529141121543822
229,0.7861016829069672
230,0.2581408894045784
231,-0.22811586394957034
232,0.005577358682893967
233,0.9810716954437733
234,-0.08403401700266822
235,-0.3271195630494474
236,-0.9287045250354643
237,0.6990043205644466
238,-0.2524549185775362
239,0.25032878107548084
240,0.2885612356545128
241,0.039969593302997784
242,0.4795503075260275
243,0.13888687084868487
244,-0.6504791806194952
245,-1.020214696799138
246,0.11646639450371192
247,-0.48814356338528836
248,-0.5121980746352077
249,0.7019137831540858
250,0.4584205139681939
251,0.4048198591491711
252,-0.4890153752343328
253,-0.052968148542634035
254,-0.6940476717672882
255,-0.3693882406474462
256,1.3966359493678184
257,0.9173412035411063
258,-0.3876327544112554
259,1.5826510610806988
260,0.35905996565850357
261,-0.17239409274905768
262,-0.2974821979877772
263,-0.10122037068934413
264,0.24176615800386317
265,1.9968142563079234
266,1.3238342615846566
267,-0.02214016835233769
268,-0.9179884887464159
269,-0.022470278407355843
270,1.1699830542130885
271,0.26212675640919314
272,0.45795853556156296
273,0.5284621040359967
274,-0.7787662178051457
275,0.30158931372036085
276,-0.2620708500780138
277,-0.6511498596131443
278,0.43930932298968756
279,-0.45401264944644665
280,1.1080710797472741
281,1.2430925412797595
282,0.03137270545507386
283,0.5802877275384255
284,-0.8681423669226287
285,-0.3057577291421511
286,-0.3766657114927029
287,-0.7912509614762193
288,0.2678403402049316
289,-0.1580548494810123
290,0.21784354651886723
291,1.8415388721789518
292,-0.23847134686340793
293,-1.1454194840811929
294,-0.7581572647610025
295,1.0583673925580699
296,-0.5793889234687083
297,0.6893028375381235
298,-0.4335018945081075
299,-1.4913197604170187
300,0.2205162136144185
301,0.27717870069878003
302,-0.5020084489984085
303,0.19651090902324003
304,-0.4071069026095948
305,-0.7254361551753286
306,-0.006956553871760908
307,-0.4948503187095288
308,-0.8749424850981884
309,0.661327764459715
310,0.04031232053451019
311,0.08079414157911186
312,0.47428705928351084
313,0.6071895384897926
314,0.9070188465431727
315,-0.7655906243347086
316,-0.44724155150994505
317,-0.10051710264750535
318,0.39189039114315566
319,0.002955225549799645
320,-0.4111297897937519
321,1.285680893570009
322,0.12858126032002465
323,-0.7578762256810355
324,1.106700008176589
325,-0.7253530916279735
326,-1.3501816060614453
327,-0.35402214305263235
328,-0.7131909040634397
329,-0.5157008069266275
330,-0.3298709785047521
331,-0.26599439178242695
332,0.45853903494645304
333,-0.12058751417702712
334,0.5449045600009627
335,-0.5542278489166498
336,-0.14433914435015582
337,0.8483361059422464
338,0.10459785911942036
339,-0.8327954862913381
340,-0.3899127563673273
341,-0.5353280823169809
342,-0.892585048090121
343,0.38819708775424383
344,-0.3417418832674954
345,-0.23441447376411542
346,-0.20819798608143705
347,-1.5793279485749108
348,0.07732318866786372
349,-0.5431778446289001
350,-0.22955203293878973
351,-0.01722539164161472
352,-0.44067813875456574
353,-0.1966987210467746
354,0.293668388188492
355,-0.6185341813133639
356,-0.44146700701170694
357,0.10667617627944802
358,0.2338456110410034
359,-0.6109507844041699
360,-0.982462940167647
361,0.8589587125881138
362,-0.32707917926177554
363,1.2210685358339535
364,0.025364148848787498
365,-0.011109702374129232
366,0.21269383635504402
367,0.03466943532473036
368,-1.1757452369036043
369,0.17820110338677436
370,-0.36214999500093187
371,0.22550366123611526
372,0.3739522205712363
373,-0.09395249034550292
374,-0.17808893496174694
375,-0.5577328070106741
376,0.9474048797563281
377,-0.773019080403844
378,-0.3732284249366645
379,-0.4199057543142565
380,0.9335184793985961
381,-0.034414749296307154
382,-0.019324929659947965
383,-0.468102473165181
384,0.16546742027455508
385,-0.19233298329847728
386,-0.4589129804836978
387,1.0796478108886243
388,-0.008316545031478004
389,-0.1338880181115064
390,-0.6887924469953478
391,-0.9975890044009107
392,-0.330442169834002
393,-0.17776152104069706
394,-0.44890284598389735
395,-0.20762669478707968
396,0.24202756322661972
397,-0.6231332722688994
398,-0.11410918699494073
399,-0.04926945700169736
400,0.0858909888157803
401,0.1302992973748118
402,-0.3679713697758036
403,-0.6403605141960541
404,0.22321551013092908
405,-0.552582665621235
406,0.1416369189353329
407,-0.1524037124417569
408,0.06774793734472376
409,0.9402304934192948
410,0.1960607131939728
411,-0.5547158725478551
412,-0.6852736775303583
413,-0.13422840131405617
414,0.2949829018144617
415,-0.22904763474783257
416,0.10506962797658836
417,-0.4250263865409698
418,0.23880214961107482
419,-0.4092487749529856
420,0.41219469532956865
421,1.9111231083051226
422,0.18203618232875393
423,0.03773402773722815
424,-1.4988579580080637
425,0.005123401397602323
426,-0.24661221785069137
427,-0.5891140658259018
428,1.9681367262832297
429,-1.7294871542260573
430,-0.2553865413941518
431,0.19986880788549877
432,0.3644646858381935
433,0.26583581254729166
434,-0.9806904387493259
435,-0.30821669967504517
436,-0.7586291716763639
437,1.0465550131878651
438,0.18138525679635645
439,0.27191161619702897
440,-0.7672416745498439
441,-0.6854942837442554
442,-0.6116435569061767
443,-0.25823310283498685
444,-0.01095709343977928
445,0.7761855696937762
446,-0.18552227903511073
447,0.057166796365760435
448,-0.5225316460577558
449,1.6604126153747583
450,0.5164113716746825
451,-0.6524491011728817
452,2.0316031909160723
453,0.5328261959127025
454,1.0778931233473314
455,-0.661349984403919
456,-1.1780372156978791
457,1.1240474515015737
458,-0.8949567938238386
459,0.08894466073359776
460,-0.3363553383687417
461,-0.2596268705700575
462,-0.3181813246570951
463,0.08098902317031748
464,0.22666147841096226
465,-1.0091517495106073
466,0.5859578057071371
467,-0.5479097509042028
468,-0.1840949655193605
469,-0.12478621470557527
470,-0.7252481644721167
471,-0.39955051153863264
472,0.2308909091720244
473,-0.5043835258065706
474,0.38703358120937725
475,0.11043225916300568
476,1.4647112261392352
477,0.13215810188407465
478,0.4702725782652605
479,-0.5413344797837673
480,-0.292067855383936
481,0.4757717863513323
482,-1.020940796058661
483,-0.298209029903801
484,0.7696238174795991
485,-0.6010554474848666
486,0.024557494609915485
487,-0.14099987508744544
488,0.17394788620989238
489,0.15198032566365027
490,-0.08036473015960902
491,0.5618335425626907
492,-0.9194004188633847
493,-0.8191720932356167
494,-0.44409723775682636
495,1.6051237281227302
496,-0.5888275955614845
497,-0.7574844131582952
498,-0.5004754301120371
499,-0.8311436069546699
500,0.18041604128550734
501,-0.5896063546793741
502,0.6509050540091219
503,0.19161942379234012
504,1.3117794703244796
505,0.6936093088557679
506,0.0010402030966897228
507,-0.7424442084319043
508,-0.8487342084469017
509,-0.31217770106715886
510,-0.9483881450273606
511,-0.34851214529218105
512,-0.13530395984010674
513,-1.0719017561450954
514,0.060022119101382464
515,-0.9096282001240584
516,-0.6595920702215684
517,-1.1467087526046913
518,-0.32831967004068974
519,-0.3744573510002863
520,-0.13105366347631683
521,0.7108640437107259
522,-0.6389659531883468
523,-0.5480260889954576
524,-0.27982026301062723
525,1.3550967863976813
526,-0.3341309025201854
527,0.4123964035323633
528,0.4738481348230121
529,0.39783571854999067
530,-0.19728459226189216
531,0.16327509270884544
532,0.2705041121138497
533,-0.14610422304225582
534,-0.18195613076130968
535,0.6367708764046541
536,-0.5700495081385825
537,0.6903736526134178
538,-0.43652037712815744
539,-0.19781714626446392
540,-0.6100031304934165
541,0.9417079849036815
542,-0.24876796416052843
543,0.2110106247789346
544,1.083772839439323
545,-0.0027645560965923314
546,1.1556359803985476
547,-0.05375523782786996
548,-0.34528970303144985
549,-0.8659434711252827
550,-0.28556982659687774
551,0.6690417761105433
552,-1.3235497695124847
553,-0.21860887327021272
554,-0.05948520715136968
555,-0.44582878387203984
556,0.01810983854311623
557,-0.6097398273348537
558,0.8934818513466288
559,0.027836573150408682
560,0.4307674239684685
561,-0.08775596299694657
562,0.20338795040799262
563,1.4336671743405383
564,-0.5969670889144144
565,0.10655358382919854
566,-0.4687394620228818
567,0.616077590346551
568,-0.6591189094850729
569,0.2140899691540234
570,0.12252861016210069
571,-0.48184961567802814
572,0.3787036501363653
573,-0.17192251596380667
574,0.2810875123292251
575,0.11796256380025921
576,-0.2119802358474185
577,-0.0603316014017822
578,-0.2622945292269752
579,-0.5222510336031851
580,-0.4994500957301857
581,0.5686993396535412
582,0.649144926044972
583,0.05153638370165653
584,0.4529797695197978
585,-0.31557159357275205
586,0.415164177006208
587,0.6300811669826197
588,-0.09708184437601822
589,0.014253638470471413
590,0.9546123540815062
591,-0.7355184574292489
592,0.829476940395824
593,0.13150340717138806
594,0.9634965564161305
595,0.11531361078535707
596,0.625733176227408
597,0.9659716385664167
598,-0.12138713618597458
599,-1.151723620592795
600,1.9089580192959301
601,0.885849479631334
602,0.10937326940732855
603,1.3419724145846235
604,-0.10876548225720455
605,0.14382959171352444
606,-0.6648283043395656
607,-0.6223362430963524
608,-0.22147437611289955
609,-0.7334302643248805
610,0.9758191718472141
611,-0.2709718598231098
612,-0.7735845502571613
613,1.1732086774976918
614,-0.03662197083973447
615,0.17968876731838174
616,0.14412762390929099
617,-0.4736090592979087
618,1.5161570792876504
619,0.8111595086786082
620,1.0604973589304185
621,-0.713692440639805
622,-0.19050205417561938
623,-0.9550307376767134
624,0.7710356875744093
625,0.8263614363965333
626,-0.3250059505295793
627,-0.14572861294761671
628,-0.6941763110882934
629,-0.023070248437625417
630,-0.8428902405304383
631,-0.4150111652046035
632,-0.126079101204476
633,2.353460598742827
634,0.9379670153861684
635,0.06094278223879783
636,-0.0019193371850666878
637,-1.4648495667895725
638,-0.07063469577044712
639,-1.1040377813389957
640,0.0271163221644188
641,0.12763115826783084
642,0.044701101681278
643,0.45112083562717564
644,0.07878329574314318
645,0.6829049872004851
646,-0.0512480937588007
647,-0.2602837921065805
648,0.8846127906492323
649,-1.083900168292634
650,-0.4485235570720476
651,-1.0404778784768265
652,-0.8804300385699353
653,0.7827602085714561
654,0.20703995080227733
655,-0.1675820965465566
656,-0.5658440777474112
657,0.30460967384178117
658,0.16807909180094488
659,-0.42618338573547054
660,-0.041845013661965635
661,-0.662402016904741
662,0.47431623465298245
663,0.3598900727344507
664,0.31888290779498324
665,-0.2658163641190257
666,0.43368612900623127
667,2.8973766865725454
668,0.24046125992180978
669,-0.8076224539307058
670,0.31546100228295676
671,-0.29364194872200533
672,0.3989941156176025
673,-1.0528220720017605
674,-0.36776296404516085
675,0.09439768449266138
676,-0.24711285664278926
677,-0.014770185579822459
678,-0.2531011121260288
679,0.8283561552848172
680,-0.3663206650629177
681,-0.8135176161036035
682,-0.22843115791725357
683,0.43803909083640036
684,-0.9755046411690472
685,-0.7813389351263685
686,0.4896755648684465
687,1.3288160662635085
688,-0.18966210523733107
689,0.6352815366352567
690,-0.8662029886277486
691,-0.27870269251325547
692,0.45253301651341
693,0.10201774139416978
694,-0.5010358512190289
695,-0.0699745257210218
696,-0.41163566598301654
697,0.5266981017449598
698,-0.9259074845885656
699,0.4344593903503664
700,1.1841382590665817
701,-0.4287999538498804
702,-0.41679044957626904
703,-0.09821246179247356
704,0.26569842878565375
705,1.3779274954371412
706,-0.4132526596850508
707,-0.5465425356128183
708,-0.16737710151041896
709,0.34265894320379486
710,-0.2750427743058888
711,-0.25891813973987476
712,-0.537962953487408
713,0.3367821745336512
714,0.9388865531245895
715,0.6875155493060457
716,-0.038709769859205545
717,0.4154563156228872
718,0.4279151364957061
719,-0.26825190223676776
720,-0.3157432627196962
721,0.6456065135363798
722,-0.38657885534250697
723,1.8048746961827524
724,-0.058343244693269555
725,-0.48435294290682135
726,0.7165924565500766
727,-0.09561890314151424
728,0.6886389602665827
729,-0.3610581172749828
730,-0.629637699908638
731,0.11629126982844602
732,-0.3178186948299494
733,-0.19080343341404188
734,-1.0007108060473768
735,-0.586353328296369
736,0.32828173138779865
737,0.4845005167035958
738,-0.845032773074785
739,0.9417711513778163
740,-0.27316758693453413
741,1.0573287489470335
742,-0.25803643083204897
743,0.49282021486803507
744,0.7747971524588798
745,-0.054624599938128536
746,0.08783304784333844
747,1.2629769018999717
748,-0.3333798465085456
749,-0.26700872967821093
750,0.37503115361124834
751,0.09007298550891558
752,1.2549828008273949
753,0.222602550132855
754,-0.32642676387283187
755,0.62188977148926
756,-0.29078875178742714
757,-0.13648569586560813
758,-0.11028133751821549
759,-0.16447417715968762
760,-0.04563805094512511
761,1.4845216840656166
762,-0.6071140835689721
763,1.090512669216433
764,-0.21238701727922893
765,-0.25056117909404746
766,0.08011140351155699
767,0.16424561332702048
768,-0.7049363825023639
769,-0.5198856823275979
770,-0.20079665071121344
771,-0.3119284549748007
772,-1.0645856601482064
773,-1.4615196688566325
774,0.16826090118965595
775,-0.49286965397777205
776,-0.7504901285815103
777,0.3179679148707602
778,-0.3173574759923424
779,-1.076754723191635
780,-0.639714617637862
781,0.1493633394717105
782,-0.14988366098843167
783,-0.4134914689130988
784,-0.42996343386300534
785,-0.16200462476996552
786,-0.30918486876321394
787,1.38582920665431
788,0.1600637196210284
789,0.01599383132333996
790,0.7887900917250028
791,-0.3163255324767436
792,-0.7195673750644971
793,-0.6706794359865306
794,-0.8458142186158383
795,0.0989539909155586
796,0.29596095764407854
797,0.8002604617497068
798,-0.4144381859019099
799,0.28372426444282983
800,-0.24338226812252883
801,-0.26617658756859947
802,0.7663488902849551
803,-0.5174488369767553
804,-0.2262406947087482
805,-0.3435922245649645
806,-0.1893650746152703
807,-0.08593247471549736
808,-0.13841229023043236
809,0.20989950194346338
810,-0.5392183608186346
811,-0.8018813315936416
812,-0.2559717247675983
813,-0.09523338681313094
814,-0.03412083421470998
815,-0.38413317754502546
816,-0.5676813443089975
817,1.0016226417848821
818,-0.5149316857916859
819,0.0073354805474290215
820,0.6657765591535979
821,-0.07485547662501998
822,0.49216527714555475
823,-0.47843268466091654
824,-0.8982184911556103
825,0.01342111443105575
826,-0.16092122330632436
827,-0.05987325402471134
828,0.003166717457311104
829,1.3607071103843764
830,-0.21608555169792454
831,1.1534409164923343
832,0.12690059249311889
833,-0.8962992532172784
834,-0.6485211719138395
835,0.9942609545310224
836,-0.25381153018028013
837,-0.8506053408611873
838,0.27726406938434295
839,-0.046118782374440136
840,1.2040985192497553
841,-0.44460833571982394
842,0.1248107214881232
843,0.1097330856810694
844,0.2594894239596898
845,0.08802502741329743
846,-0.9439174180637917
847,0.696562218624425
848,-0.4899502054801248
849,-0.09731111260851691
850,-0.6897683680026058
851,-0.06407072499999629
852,-0.24697869744198056
853,0.4250555380780254
854,-0.7491037990299896
855,0.018461062803393827
856,0.47094216010742856
857,-0.5358456046528925
858,-0.12695855848759488
859,-0.15626301492263062
860,-0.08331017291632081
861,-0.2528389347339874
862,-0.856995965871641
863,-0.3407787299560391
864,-0.4906007440047286
865,0.31380593954076463
866,1.9571911303482865
867,0.8363802313100268
868,-0.8541435252653133
869,0.07334153085856027
870,0.24348428815378437
871,-0.8413839580009909
872,0.2393444678713
873,0.144491989669617
874,-0.6482873848708202
875,2.1304779867881787
876,0.41998889731850525
877,0.6677807411045134
878,-0.035480206383796654
879,-0.09225091476634971
880,0.24311479937860858
881,-0.6114510584693555
882,-0.5759611328332669
883,-0.3677550280647985
884,0.166185399703815
885,0.323491786436472
886,-1.1195338667633776
887,0.22665674152380413
888,1.5310459523446458
889,-0.654701712849968
890,0.07640268366204622
891,1.04087764712663
892,0.19423511377094513
893,-0.22372857630276446
894,-0.31161279570322026
895,-0.21946726755078336
896,-0.812354810443877
897,0.7692535517597525
898,0.38687123055948497
899,-0.37181226220492336
900,-0.6413885766296802
901,0.24554112110751417
902,0.018708679207801317
903,-0.3792653254813891
904,0.5930231175389648
905,-0.4905098878797369
906,2.9581419851191884
907,0.16575232430576234
908,-0.6281566217207849
909,-0.6658440362577618
910,1.1198389814627374
911,0.25802988832833285
912,-0.36711668307845663
913,0.5661396981568377
914,0.8331388032390227
915,0.048135114252045044
916,-0.35217714485998625
917,1.5112061877806788
918,0.5522217952058147
919,0.6597732268514735
920,0.1497873072358957
921,0.6659333464084025
922,0.6792803999572554
923,0.21772290857329285
924,0.7078047586029197
925,-0.7844382051670328
926,1.3458419819797744
927,0.30047819380951757
928,-0.6702288994614614
929,-1.6489188934351375
930,-0.09473840237386186
931,0.2773484084381027
932,0.12509773112617278
933,0.7967476460653841
934,0.5335765347232453
935,-0.17674491611161694
936,-1.092002924745671
937,-0.08111112028499305
938,-0.34910001968931215
939,-0.5193188644598731
940,0.024043325189703067
941,0.7775005959772289
942,0.4999598458214333
943,0.8795706741298153
944,-0.6811559210585145
945,-0.18115461296701096
946,0.46873647999429147
947,-1.1900453108061426
948,-0.007303695848083686
949,0.490200082173296
950,0.08281173473584397
951,0.2650724119946131
952,0.7953314937593347
953,0.6196108873720617
954,-0.07415866012379255
955,1.173525591030316
956,0.5091400836476802
957,-0.1975863572344411
958,0.24350612166234512
959,-0.06919744930724987
960,-0.5852485140827801
961,-0.3205166689798387
962,1.3017781545725
963,-0.6098112705760017
964,-0.2971612434232958
965,0.08724991718335992
966,0.5355675589597387
967,0.6877832184813373
968,0.07451988853997284
969,-0.4118531879477526
970,1.3353904300607389
971,0.6975266357659023
972,-0.46529267848995487
973,0.14624671243087606
974,-1.4999827128246972
975,-0.6221012858446526
976,0.48095925534933665
977,2.0637708228139315
978,-0.13647549833134429
979,-0.025526315614532516
980,0.4619892049220273
981,-0.029983031357886488
982,-1.1229934742817358
983,-0.378049623402915
984,-0.3374698085359888
985,-0.15310230020593218
986,0.29919265399397066
987,-0.38221073439755054
988,0.39342549028480683
989,1.0166648922383428
990,1.0878379506656841
991,-0.24666003170850165
992,0.2517232664804225
993,-0.07812733034641507
994,-0.18957424447885482
995,-0.6819318392679072
996,-1.0175435497162502
997,-0.16536593798294555
998,-0.2814366101377189
999,-1.0398510371206922
1000,0.447548550219784
1001,-0.4048480817506597
1002,0.1934088411385362
1003,1.8728997293803509
1004,-0.13170952379391568
1005,1.2090580823341934
1006,-0.24312503308786035
1007,0.33194193835699687
1008,-0.3251923473184344
1009,0.7800666854552774
1010,-0.10003853046352115
1011,0.36987686067410475
1012,-0.19907633765043
1013,-0.7259725377752781
1014,0.22122471510013947
1015,0.08603616522233305
1016,0.211901471081028
1017,0.6589974616302774
1018,0.284775107754931
1019,-0.08838374359277411
1020,0.0512944213859056
1021,-1.1974187278407218
1022,-0.27606461398262405
1023,2.650736936528363
1024,0.5880237556766958
1025,1.0429954271157733
1026,-0.4415443309661612
1027,-0.8347180325487445
1028,-0.5348033193136312
1029,-0.7550823830107273
1030,-0.6755241454199991
1031,-0.24771281218804916
1032,-0.4688270398294506
1033,-0.3533888487828719
1034,-0.4304685161005565
1035,-0.3430251854983525
1036,-0.7164065561212086
1037,1.644907096888834
1038,-0.01014755128831491
1039,0.18029975133444626
1040,1.153870689112422
1041,0.427872724608581
1042,-0.20578261079686613
1043,-0.46470266130174154
1044,1.4710987599021033
1045,0.5294030369761429
1046,1.075643170708823
1047,0.09425767328553902
1048,-0.9344654786765733
1049,0.1014307851749919
1050,-0.15830957061478051
1051,-0.683117947319945
1052,0.09078621907602746
1053,1.1407543543671472
1054,0.6018585974710801
1055,0.03383380442481635
1056,0.24988530634761
1057,-0.21547275790366785
1058,0.28290725732596456
1059,1.5808071282983427
1060,-0.8778784168197533
1061,1.4580656046029696
1062,0.46804055953475754
1063,1.7649063612292382
1064,-0.42469567574263856
1065,-0.3464541305998322
1066,0.6592179146842302
1067,-0.4723331021930156
1068,-0.014566579376566406
1069,-0.707943387792539
1070,2.28984258041343
1071,-0.2773671667620163
1072,-0.579038799119011
1073,-0.10717144252395125
1074,-0.5411602191270128
1075,-0.15256631075836383
1076,-0.01180125553210788
1077,-1.1670493271927225
1078,0.41372712822822527
1079,1.2024577779797212
1080,0.6618640093797202
1081,0.2704865106501353
1082,-0.577719750315189
1083,-1.0282396007992527
1084,-0.17861404543066794
1085,-0.8596301169053207
1086,-0.21698082690338708
1087,0.0650846022795517
1088,0.06040514221979049
1089,-0.5896681818902797
1090,-0.640793411368192
1091,0.12210633268784214
1092,0.14003648907271812
1093,-1.0434710350700733
1094,-0.4148789736031407
1095,-0.9047168139361228
1096,0.1327699266200177
1097,0.9460122657128008
1098,-0.23257557746058544
1099,0.283621714118086
1100,0.22626184280771905
1101,0.5727949835467468
1102,0.551421065840704
1103,-0.3968618068174988
1104,0.7252848006985044
1105,1.2498185018680517
1106,0.7322752768322353
1107,0.09570474833979047
1108,0.21158259256662199
1109,-0.18969629957752004
1110,0.6261701454746055
1111,-0.5060020944537095
1112,-0.8900471328179504
1113,-0.27031291499518956
1114,-0.2711605080959307
1115,-0.5073288468797015
1116,-0.11533785972913393
1117,-1.239059701853965
1118,0.10600912289815304
1119,1.4730422759149586
1120,-0.633121544368793
1121,-0.10022228828234048
1122,0.4793120687239193
1123,1.7405470398969467
1124,1.3339942282647372
1125,-0.05002760299394989
1126,-0.5214253640300679
1127,0.7616155966686596
1128,0.4911340219772932
1129,-0.7161103330206926
1130,0.04151811077108072
1131,0.23463286506601835
1132,-0.9465105396160914
1133,-0.8840211147125008
1134,0.6284314396872451
1135,-1.0915830965779505
1136,-0.13804313883354394
1137,-0.4349107453626081
1138,-0.6880337891201425
1139,0.8691928054779825
1140,-0.417879405485271
1141,-0.1936497200493237
1142,-0.8718549155940082
1143,-0.2511883091757436
1144,-0.4570496780827655
1145,-1.228215251050087
1146,-0.01175606067578342
1147,-0.9487144049254211
1148,0.49364070399545895
1149,0.5108008288200372
1150,0.30260431550828
1151,0.20478104933113842
1152,-0.008911647261917394
1153,0.32437618692077075
1154,-0.8102168651321309
1155,-0.2750966357672133
1156,0.13700583294217192
1157,0.35793381086997106
1158,-0.46609665892562385
1159,-0.1815786090795815
1160,-0.9470499758560358
1161,-0.19837025123396068
1162,-0.5488773011051936
1163,-0.4221045982840829
1164,-0.11598175551616488
1165,-0.15521055028360733
1166,-0.6755010363249366
1167,0.2905790694267987
1168,0.5450885897447153
1169,-0.18230437260798663
1170,-0.8975335002831075
1171,0.457123534474268
1172,0.3486177253024399
1173,-0.7167620624589178
1174,1.4766567593538382
1175,0.006228207943488125
1176,-0.9416933138271443
1177,0.36021851450999226
1178,0.10086248354979262
1179,0.06627228919018702
1180,0.471046041963436
1181,0.2219947987415156
1182,0.5300035575819179
1183,-0.7896670302328389
1184,-0.5892149888682323
1185,1.5254615424050457
1186,0.41777715993846465
1187,-1.292519934680898
1188,0.07419974265378405
1189,0.4869333917390017
1190,0.43547496057055723
1191,0.5539590457693834
1192,-0.2556295433472836
1193,0.49984663872514956
1194,0.01340550091551442
1195,0.4297779484766279
1196,-0.06515838887708078
1197,-0.8924175511080454
1198,-0.3439229531860015
1199,-0.11026645406152556
1200,-0.47680622841502024
