,en_forward_frailty
0,0.12388488421565377
1,-0.15127256459890287
2,0.8915603287788055
3,1.1322176210872883
4,0.12053666478300554
5,0.008746101116238796
6,-0.5563787797676095
7,0.1515022393974029
8,0.06480479934070246
9,0.4095889964275759
10,-0.25124328519147293
11,1.4524719966662225
12,-0.7486908959523664
13,-0.38281334538227524
14,0.8236936976027378
15,0.9444010074054681
16,0.11352526020055621
17,-0.11529684768254428
18,-0.02764992913407019
19,-1.2656990320804418
20,-0.416016769723507
21,-0.37096719963049635
22,-0.6764921211895126
23,0.05247718221064181
24,1.6282848646457486
25,1.8971137229631028
26,-0.8183891334233551
27,-1.2099707113269536
28,-0.21640454104235313
29,-0.34924417592314905
30,0.06243653157035381
31,0.43664203638691557
32,0.3261421406689781
33,0.08852772521615354
34,-0.9249725124713146
35,0.0472369587170038
36,0.09628171221721633
37,-0.019714340488865167
38,-0.9272318516935587
39,-0.18361460860018186
40,0.6587829627643913
41,-0.43528569946140444
42,0.05099265776693979
43,-1.6023697503578862
44,-0.16699173240908033
45,-0.11005043418743929
46,-0.156908797473182
47,0.5903673371261904
48,-0.6057226516619916
49,0.2551745799885785
50,-0.6026753378822448
51,-0.8641751589806159
52,-0.14947030736499103
53,-0.6732137075242723
54,1.0504165101852694
55,0.2920379614169452
56,-0.7296011065368401
57,-0.478565541368375
58,-0.9509089682570534
59,-0.8000080642725347
60,-0.7325091366651768
61,0.18431814082974063
62,-0.14667647845371828
63,0.16643969845402423
64,0.2346455013557253
65,-0.071306621311709
66,-0.5317174465161023
67,0.5372798034639006
68,-0.0005726184442969577
69,-0.15586339440665364
70,-0.45242351506594136
71,-0.7327045951835063
72,1.2955821170575619
73,0.9930175383847258
74,-1.1213118499231003
75,-0.8746625572790389
76,-0.8923862796579578
77,-0.19461218496357352
78,0.2994278200327647
79,-0.6625708242586082
80,2.1674200664934333
81,-0.07431602523661426
82,0.1581240637809081
83,-0.016397508820156087
84,1.297427458094229
85,-0.36823874759886954
86,-0.27582395339839627
87,-0.01478541396481671
88,-0.3858975097278986
89,-1.2601030339208776
90,-0.4926282911597938
91,-1.2871665791160793
92,-0.5033636520661783
93,0.03239468496802607
94,-1.2963514786831327
95,-1.0506760907800925
96,0.09082460972010589
97,0.19982616549568033
98,-0.6267887427594494
99,-0.7080745595493655
100,-0.556965446286086
101,0.6896417788804649
102,0.16735671417232734
103,0.29678163449156947
104,-0.22717876202081
105,-1.3184302879558925
106,-0.4722313112895864
107,0.23566492856607263
108,-0.9266128983643471
109,0.131195716269707
110,-0.1326090587592485
111,1.1434464509933953
112,0.5164519579714179
113,-0.9478187519638183
114,-0.5577672655196846
115,-0.6498493563516166
116,-1.5009487732000013
117,-0.4733473644557129
118,-0.36232751777860783
119,-0.27800327484093956
120,0.4454933621007023
121,0.11914920961186914
122,-0.6527003681436577
123,1.899099629685671
124,-0.3441500339059146
125,0.5264745449578183
126,0.8220991570219595
127,-1.5457561377973783
128,-0.5203714357820407
129,0.7467420351934083
130,0.2394924282979557
131,0.637593225896905
132,-0.755323811607934
133,-0.060259672319423946
134,0.42899394885718356
135,-0.12914711214344618
136,2.5137072953103043
137,0.0796268712903705
138,-0.08159425873523353
139,-0.3772496047344077
140,-0.6163311930972861
141,0.27260771745962586
142,-0.48031789497969707
143,-0.6532449623786335
144,0.09474672960626236
145,-0.051097758965943055
146,0.6098357524795712
147,0.5521212293273712
148,0.06315437906573904
149,1.7693569026648168
150,-0.2441216396010464
151,-0.27415729461914745
152,-0.16612767456816574
153,-0.9296294281466134
154,1.5947143995335926
155,1.1784079205895406
156,-1.0449272978419122
157,0.12367147058164325
158,-0.7439767423108226
159,0.22197724423103615
160,0.0908252999383553
161,0.00591312850052244
162,-0.8883842918347302
163,0.5538618213504142
164,0.21374308313973486
165,0.10405177025862426
166,0.6643726066051797
167,0.06421367174224585
168,1.3217264243454785
169,0.18505613782200642
170,-0.7693152628038016
171,2.4114584631300158
172,-0.5812597513576183
173,-0.844256451307415
174,-0.7132419064941079
175,-0.16644178582860897
176,-2.3453165726171163
177,0.1723361172846318
178,-0.1382615916915378
179,-0.15597961138804878
180,0.017088772314783014
181,1.0615716656426972
182,0.3100893587183631
183,0.29987368174029044
184,-0.9547645069766195
185,0.0013180589343181753
186,-0.08704449445951179
187,1.3868818820543924
188,0.639335686931111
189,0.5810189110118288
190,1.5724998866092017
191,0.6395112516480801
192,1.430826438063787
193,0.06449132697818222
194,-0.19139163842063517
195,0.774734511961394
196,-0.5288775692238101
197,-0.9532046858648481
198,-0.09502432234993352
199,-0.055670911318872314
200,0.1757181909568986
201,1.7796353749520046
202,1.6612222728545307
203,0.1823815033323256
204,0.2615698737162499
205,-0.19295929731987901
206,-0.5462135403150106
207,-0.6544170501955595
208,-0.8680465099594292
209,-0.7111796159290245
210,0.2975252712657054
211,-0.26305948653682465
212,0.43051501523259916
213,1.0099524355056133
214,-0.7322305021243776
215,0.6179607122345598
216,1.1888243035130988
217,-0.8765356311939119
218,0.061562022336065794
219,-0.3626826928427219
220,-0.4962602488469422
221,-0.25503607987990123
222,0.6238188070571558
223,0.4737740192107486
224,-0.10033937989670086
225,-0.05577627776747333
226,-0.23814949108279293
227,-0.12833812805700678
228,-0.3954509768057522
229,-1.5188023209835664
230,0.8679095071567062
231,0.03976047403538413
232,-0.35584529970014134
233,-0.8805393178020064
234,-0.24634107306536604
235,-0.5296228037303216
236,0.34921620400764797
237,0.7593861422604048
238,-0.5407242039507734
239,-0.33088785675574584
240,0.583018523594532
241,0.5084405549976739
242,-0.9371896425902863
243,-0.6836573511227727
244,-0.43874566449543395
245,0.23165955734886776
246,0.028732587474404367
247,-1.719055068207708
248,0.9924871324227709
249,-0.0617900966076905
250,-0.7307820576862549
251,0.2526658943846211
252,-0.5510985569821382
253,-0.9870872336941775
254,0.625135621266358
255,-0.0009401919039370987
256,-0.33822313867295817
257,-0.6483303761104835
258,0.3233907145357985
259,0.11365671473344402
260,-0.001604821126282241
261,-0.18873422260365078
262,0.08465444398512459
263,-0.03429779457145123
264,0.20240852482138116
265,0.08795856926326752
266,0.3926857974192051
267,-0.006131001937810701
268,0.5363012473314076
269,-0.7423878167449439
270,-0.6985459869087429
271,-0.5095253003410088
272,0.9513900522177389
273,1.2900602967620325
274,-0.8380904413242644
275,-1.0406742141468042
276,0.853871587119414
277,-0.49180832389240814
278,-0.4442981034709313
279,-0.9615697868518166
280,-0.39557260909240594
281,0.5034372674919708
282,-0.4165955068863687
283,-0.4292368722800663
284,0.21868738287758405
285,0.144483307332301
286,-0.5906331910405651
287,-0.13058638599320044
288,0.4928910056605159
289,-0.8109544758569829
290,0.6271936680273069
291,0.3380682240838108
292,0.3622359891953371
293,-0.5344963165550585
294,-0.1961919972466869
295,-0.6417895326669427
296,-0.37307576414663524
297,0.6870570602383469
298,0.5682907250190957
299,-0.13998219457682531
300,0.35870957479792287
301,0.6591494647983078
302,-1.0478698541061542
303,-0.8233149035383608
304,0.021955840504991376
305,-0.8375826851411132
306,-0.5546599897906591
307,-0.5863714603929565
308,0.05672191306559944
309,0.7315862453393487
310,1.638292062322831
311,-0.15391495653966325
312,-0.4990974653264981
313,-0.26254533383723233
314,-0.07123490597501411
315,-0.41878711715381906
316,-0.578138968011898
317,0.5460331892810085
318,-0.45233066598748395
319,0.10319802360560477
320,1.3437975694777862
321,-0.9563282889340043
322,-0.0978543994900151
323,-0.008843468979029621
324,0.6057222107384377
325,-0.2336707681026603
326,-0.41370358339239865
327,0.3584464364187178
328,-0.07119495718992011
329,-0.9598378584634301
330,-0.9094765997291681
331,-0.6263793854654022
332,0.5741161801427609
333,-0.054830998070515224
334,-0.6150240242975789
335,-0.49651819986380835
336,0.45149946064287416
337,-0.058145956566715104
338,0.03972513506469624
339,-0.4509847460692788
340,-0.21520557274526567
341,-0.1447836307562717
342,0.2855462218100885
343,0.1655897269348794
344,-0.024927821925736192
345,0.6396490567507473
346,0.21731925508562192
347,-0.757673735809139
348,0.7319320449460859
349,-0.6898918662738084
350,-0.7283855793517106
351,-0.32392588460261984
352,0.2820433738863074
353,-0.6865359912822889
354,-1.0217300312807145
355,0.24773215856131098
356,0.883202124318866
357,-0.06028094245659678
358,-0.7485716890826231
359,-0.39562711232515113
360,0.2749550339013356
361,-1.0398005370934287
362,-0.23951069338751166
363,0.2414457658507323
