,coefficient
PLA2G1B,-0.0010504473824400088
PLA2G2A,7.153851002684127e-05
PLAT,0.0004786133883232121
PLIN3,0.001900967660043246
PLPBP,-0.0004250926076223288
PLTP,-0.0021445738376358638
PLXNB2,0.0022991379930762754
PLXNB3,0.0
PM20D1,-0.0005493951201210414
PON2,-0.00038732156063043036
PPIB,-0.0
PPP1R2,0.0
PRCP,0.0
PRKAR1A,-0.0
PROC,0.003992780941421026
PRSS2,0.001016220747327835
PRSS27,-0.0016170158979302695
PTGDS,0.0
PTN,0.0019348005450855812
PTPRF,-0.0024780063014455964
PTPRS,0.0006709880720689199
QDPR,-0.0
QPCT,-0.0015018854861560355
RARRES2,0.002625785478523638
RCOR1,0.00010087605287458697
REG1A,0.0
REG1B,0.0009315367925783782
REG3A,-0.0006049648902980931
REN,0.005137417133213291
RETN,-0.0012542550474711435
RNASE3,0.0004234158548601158
RNASET2,0.0016066298536349425
ROR1,0.0
S100A11,-0.002253084609751054
S100P,0.0010302892574370823
SCARF1,0.0
SDC1,-0.0004475201515362406
SDC4,-0.0010541989149962265
SELE,-0.00027732169355410566
SELP,0.0
SEMA3F,-0.001966092694624154
SEMA7A,-0.0007051973606408021
SERPINA11,-0.0014166989956926326
SERPINB5,-0.0
SERPINE1,0.0
SFTPD,-0.00023322135871980926
SIGLEC7,0.0004016058633208222
SIRPA,0.0005093423907016309
SLITRK6,-0.0008009335421940484
SNAP23,-0.0
SNX9,-0.0
SORT1,-0.0012223280737419574
SOST,-0.0023277668021976865
SPARCL1,-0.0006867787312731061
SPON2,0.0
SPP1,0.0012816863015366138
SSC4D,-0.0010653799687006511
SSC5D,0.0013227412876229154
ST6GAL1,-0.00015217598335490068
STK11,-0.001095046709851815
STK4,0.0
SUSD1,-0.001206437540787176
TCL1B,0.0
TCN2,-0.0
TFF3,-0.0003127363524627112
TFPI,-0.0026434169529403776
TFRC,0.0004818279937445123
TGFBI,-0.0022528191876140407
TGFBR3,0.0011690335105920856
TGM2,-0.00025289323472987027
THBD,0.0008608490744540753
THBS4,0.0010894225854938895
THOP1,0.0
THPO,0.0015528899374553753
TIA1,0.0
TIE1,-0.0008352979326357061
TIMD4,0.0015756091000214316
TIMP1,-0.0
TINAGL1,-0.0006425474059497177
TNC,0.0011672467243171987
TNF,0.0010764986451624707
TNFRSF10C,-0.00024877989566432745
TNFSF13B,0.003178087435393767
TNNI3,-0.00023645211709640162
TP53INP1,7.477548483581556e-06
TSHB,-0.003820768906460923
TSLP,-0.0
TSPAN1,-0.0008623385746877386
TYMP,-0.0008844642922128293
TYRO3,0.00025598423199812173
UMOD,-0.00041702477110020343
USP8,0.0
VAMP5,-0.001842794186758285
VASN,0.001673361895812475
VCAM1,0.0
VIM,-3.1323001961578005e-06
VSIR,-8.773623930199226e-05
VSTM2L,0.0007601640027968509
VWF,0.0011431972556202534
WASF1,-0.0
XG,0.0
ZBTB17,0.0006288382571402857
age,-0.004974131085915908
