,en_frailty_allprot,en_frailty_allprot
0,0.0907139253948305,0.09116493703503642
1,0.20662585158289068,0.20788601391787564
2,0.10914380436811989,0.08437114305160834
3,0.09101958770382067,0.09465944318570585
4,0.07786354632744909,0.09336704068152801
5,0.265616805209676,0.27943036884022854
6,0.12750526776177407,0.1032184935492895
7,0.10053433412012908,0.13024363599796918
8,0.16472167332411913,0.17026638995306556
9,0.14189749417945025,0.14963187249692148
10,0.1667133891902925,0.16297203946150823
11,0.14853774335914693,0.16596449050277795
12,0.14923446061049445,0.143663160329871
13,0.20697358466876392,0.21254587983536544
14,0.13340921825497282,0.11852413415888302
15,0.11348903786781456,0.10557441699900258
16,0.1127323046070742,0.1025408161975333
17,0.1254071005696761,0.12169421467238836
18,0.14903973104857302,0.1408727542846401
19,0.22726761599271694,0.2258914023511117
20,0.12912604291292304,0.12002636885072723
21,0.12743512221125472,0.11198306739939926
22,0.14069549634856668,0.1411479178466782
23,0.14417825246647947,0.13927218043458514
24,0.18006089062852298,0.18482059301383008
25,0.10148283302250723,0.12613805510632883
26,0.1501735511466467,0.1629954520878091
27,0.20347688641362455,0.19534046703390823
28,0.18184410271793403,0.17253960105199317
29,0.2145788962360199,0.22619429312404377
30,0.12505698035962987,0.14137905240313017
31,0.12133976265969894,0.11848991119421617
32,0.14664367101279868,0.14159668179571225
33,0.11856601517277868,0.11323432843310526
34,0.08679796795362374,0.06963896099593761
35,0.17631010412293274,0.16779705587543642
36,0.10993769636930659,0.09085847290480362
37,0.15191116935518362,0.15132381438867235
38,0.08286298273258479,0.09375313765812889
39,0.19165381072884832,0.17526701655128973
40,0.11037647502761114,0.10509111765903231
41,0.11901945181389759,0.1218871556236426
42,0.1209387830413669,0.123630481715434
43,0.12957153827214418,0.13403794166604416
44,0.08878686101086566,0.0747065477769894
45,0.1502377789232451,0.1527853127082712
46,0.06504678723798521,0.06377584788701317
47,0.11391187517783358,0.1206117478208284
48,0.14489983324256184,0.15120056787173622
49,0.17614983384658642,0.17591547676053437
50,0.142928823413896,0.13033104478931862
51,0.13527046979784985,0.136801974894592
52,0.1385651619559411,0.12650993681895847
53,0.1283987850059007,0.14757028283810777
54,0.1077862181794347,0.08850174926747995
55,0.11356780613356796,0.08986764761057352
56,0.13674828605410033,0.1411731368287277
57,0.10890910570695217,0.10834176272495243
58,0.08826000382245551,0.10448141725624129
59,0.13801808159604576,0.1429104777605534
60,0.2134390328282753,0.1906749485385777
61,0.11612983254933942,0.11265192029251381
62,0.085962890569587,0.09742549847400703
63,0.1477146160905604,0.14730962723842694
64,0.23964469891883344,0.2142747868075221
65,0.08885367451707114,0.06850500572228171
66,0.07462809250947953,0.08510114520079115
67,0.12166529005129821,0.14118093513936367
68,0.09041486250151853,0.09787411445769839
69,0.0761982402579419,0.1005743401171671
70,0.12978447672753216,0.15517109250412275
71,0.0993332222247259,0.10595130971223005
72,0.18442175132238672,0.15434514460006318
73,0.08833400213785828,0.0872535881690322
74,0.13946902105075745,0.14631679305029116
