,coefficient,coefficient
SPINT2,0.0,0.0004646269759548299
SPOCK1,0.00023379852281404115,0.0003185427794678898
SPON1,0.0011709821266845282,-9.513649501977688e-05
SPON2,0.00010519134971824522,0.0
SPP1,0.0011403327928024654,0.0
SPRY2,-0.0,0.0
SRC,-0.0,-0.0
SRP14,-0.001436757064148622,-0.0018557027200625446
SRPK2,0.00020694041221841342,0.00038598662692219374
SSB,0.00011351556012799458,-0.000136269537283103
SSC4D,0.0,-0.00022215220907323386
SSC5D,0.001606295410995587,0.0007913713863421737
ST3GAL1,-0.000299229450124562,-0.0
ST6GAL1,-0.0,0.00018153499325321154
STAMBP,0.0,-0.0
STAT5B,-0.0,-0.0
STC1,-0.0009853772988063104,-0.0011730646144883854
STC2,-0.0,-0.0
STIP1,0.0,-0.0
STK11,0.0,-0.0
STK24,-0.0,0.0
STK4,-0.0,-0.0
STX16,0.0012109996434400072,-0.0
STX4,-0.0,0.0
STX6,0.00024591256994628476,-0.0003932428248264935
STX8,-0.0,-0.0005600434750277233
STXBP3,-0.0,-0.0009699297091943183
SUGT1,0.0,0.0
SULT1A1,0.0,0.0
SULT2A1,-0.0010332465943076632,-0.0018536903531753389
SUMF2,-0.0014461079376957401,-0.0009725337515332207
SUSD1,-0.0008587609540210197,0.0
SUSD2,0.00036254209118839406,-0.00010880918314153763
TACC3,-0.0,0.0
TAFA5,0.0010954601417432629,0.001481519604200032
TANK,1.5663956900849857e-05,0.0008117534828660168
TARBP2,1.7583980662471185e-05,-0.0
TBC1D17,0.0,-0.0003669405682840308
TBC1D23,0.0,-1.9427714424572783e-05
TBC1D5,-0.0,0.0
TBCB,0.0,0.0
TBCC,-0.0,0.0
TBL1X,-9.878384127906241e-05,-0.001107128664901757
TCL1A,0.0013171433389847112,6.899849506999275e-05
TCL1B,-0.0,-0.00018798398052526295
TCN2,-0.00019831312228879715,-0.00039875981896340837
TDGF1,0.0005663841749433248,2.034157791068079e-05
TDRKH,0.0,-0.0
TEK,-0.0005325098702803705,-0.0
TFF1,-0.0025866491584940064,-0.0020938551846887746
TFF2,0.0,0.0
TFF3,0.00018836835487649436,-0.0
TFPI,-0.0016252778133873944,-0.002115610952559342
TFPI2,0.0007134703925380839,0.0
TFRC,0.0005522414133254262,0.00029440239865622373
TGFA,0.001258592808726071,0.0011255386463930879
TGFB1,-0.0,-0.0
TGFBI,-0.0010349373938630011,-0.000948624265295765
TGFBR2,0.001017154311213285,0.0005879486541954451
TGFBR3,0.0005579857741066413,0.0
TGM2,-0.0,0.0
THBD,0.0008188338787060498,0.0014663556781968163
THBS2,-3.184999411314157e-05,0.0
THBS4,0.0009819208377595647,2.8787041214722276e-05
THOP1,-0.00012901160030822986,-0.0
THPO,0.0016783758021310866,0.001256741281634714
THY1,0.0,0.0
TIA1,0.0,0.0
TIE1,-0.0,0.0
TIGAR,0.0,-0.0
TIMD4,0.0010727374778468047,0.0009094589432539728
TIMP1,0.0,-0.0
TIMP3,0.000247464433762556,7.500298884886925e-05
TIMP4,-0.0,-0.0005644424525169076
TINAGL1,0.00017780279746271304,0.0
TJAP1,0.0,0.0
TLR3,0.0,0.00029420970669967136
TMPRSS15,0.0007369220690260614,0.0
TMPRSS5,-0.00037611256646259656,0.0
TMSB10,-0.0,-0.0
TNC,0.0007732979020146218,0.0016917796766458052
TNF,0.0010544604198411318,0.0
TNFAIP8,-0.00029120707549407386,-0.0001043316035436427
TNFRSF10A,-0.0006695232314214151,0.00028015979278003865
TNFRSF10B,0.00015373427323920076,0.00030810126570312787
TNFRSF10C,0.0,0.0
TNFRSF11A,-0.0,-8.795336382027599e-05
TNFRSF11B,-0.0006850862595322293,-0.0008411421334781168
TNFRSF12A,0.0004848234383832772,9.068767820497029e-05
TNFRSF13B,-0.000997554093416271,-0.0005923858956616771
TNFRSF13C,-0.0005055408808590661,-0.000911060063948883
TNFRSF14,0.0,0.0
TNFRSF19,-0.0,-0.0
TNFRSF1A,0.0,-0.0
TNFRSF1B,0.0011904772873332318,0.00023373183882943784
TNFRSF21,0.0,-0.0005086644965535354
TNFRSF4,0.0007212443484616688,0.0002816737730104893
TNFRSF6B,-0.0002741714216445411,-0.00027555425796799084
TNFRSF8,-0.00252356002030524,-0.00021493805622852584
TNFRSF9,-0.0,0.00025436814300425084
TNFSF10,-0.0005859189066713486,-0.0008688500112050193
TNFSF11,-0.0009061355648649633,-0.001315234402813353
TNFSF12,-0.000351823108247871,-0.0009997821089006045
TNFSF13,0.0011222882377014726,0.0005351081424353715
TNFSF13B,0.0006694464821880836,0.0009184607543322183
TNFSF14,0.0,0.0
TNNI3,-0.0008781153700891437,-0.000257539650593044
TNR,-0.0016762615213272648,-0.0011255819830780613
TNXB,0.0005859318245375872,-0.00038902184157823394
TP53,-0.00048827672795854045,-0.0
TP53INP1,0.00046502884039984686,0.00013087769671067965
TPMT,-0.0005263660824071383,-0.0013857744335924733
TPP1,-0.00024416015317539196,-0.00040254317336865835
TPPP3,-0.0005305679181935477,-3.841786091692199e-05
TPSAB1,-0.0001186538619402031,-0.0
TPT1,-0.0009272828678474612,-0.0006572917885801935
TRAF2,-0.001006433671843162,-0.000598811172054684
TREM2,0.0,0.0
TREML2,-0.0008166586932871966,-0.0011142066630421802
TRIAP1,-0.0,0.0
TRIM21,-0.0,0.0
TRIM5,0.001962039864383346,0.0018245691322272626
TSHB,-0.0036557259458509356,-0.0035710554372956663
TSLP,0.0,0.0004494905629171114
TSPAN1,-0.0002477582344839899,-0.0002338036066485354
TST,-0.00065531880739035,-0.0
TXLNA,0.0033922912039717422,0.0
TXNDC15,0.00019176532841305436,-0.0006107306379318224
TXNDC5,0.0,-0.0
TXNRD1,-0.002776672998602991,-0.001533997390670661
TYMP,-0.0,-0.0
TYRO3,0.00019245413062374893,0.0
UBAC1,-0.0,-0.0006291540759066732
ULBP2,-0.0,-0.0005613247194020273
UMOD,-1.1079005697009564e-05,-0.0005509761513527698
USO1,0.0,0.0006565469114518874
USP8,0.0,0.0
UXS1,0.0006842477604619332,0.0012415748085674086
VAMP5,-0.0015367158836693685,-0.0022505841005065743
VASH1,0.00022806368094326578,0.00029294388063429866
VASN,0.0002207438173819999,0.0007207240649370997
VAT1,2.8220214854442584e-05,0.00010650275068916922
VCAM1,0.0011581483774580634,0.002627766769153151
VCAN,0.0007309355957516807,4.811345446093948e-05
VEGFA,0.0,1.6000004378301384e-05
VEGFC,0.0,-0.00035154861235502555
VEGFD,0.00032735045838701185,-0.0
VIM,-0.0006299677267961028,-0.0007632968746375921
VMO1,-5.7688558840569856e-05,-0.00017304186906403468
VNN2,-0.00035705526843478433,-0.0013324460263155534
VPS37A,-0.0,-0.0003813456543558966
VPS53,0.0,-0.0017052323911969204
VSIG4,5.34443898340497e-05,-0.0
VSIR,0.0,-0.0
VSTM1,0.0003216920362632522,0.00014045513176012782
VSTM2L,0.0011340694614039282,0.0007326331279207853
VTA1,-0.0,-0.0012291483495277273
VTCN1,-0.0007615924782482982,-0.0012997702909562704
VWA1,-0.0017498619533941888,-0.0010596954628148835
VWC2,0.002170523443951627,0.0025643953999039365
VWF,0.0005286902630638745,0.0
WARS,-0.00037148069980889544,-0.0013809925202879726
WAS,0.0006729806946780664,0.0
WASF1,-0.0,-0.0
WASF3,0.0,-0.0002988237461378034
WFDC12,-0.00027539342064957254,-0.00018989607002098857
WFIKKN1,-0.0006623066835565276,-0.0
WFIKKN2,-0.0014406266428418836,-0.00044273548364443687
WIF1,0.00043602253518373754,-0.0
WNT9A,-0.0,-0.0
WWP2,0.0,0.0
XCL1,0.0008164655768411718,-0.0
XG,-0.0,0.0
XPNPEP2,-0.0012262268772703728,-0.001363577429390641
XRCC4,0.0,0.00031178499991493027
YES1,0.0,0.0
YTHDF3,0.000421187029957945,0.00029077675646429623
ZBTB16,0.0014408084488032019,0.001341459136536725
ZBTB17,0.0005541443901729539,0.0017367176718816409
age,-0.005932718312054969,-0.005679531918472705
