outcome,variable,model,N,N_event,coef,se(coef),exp(coef),exp(coef) lower 95%,exp(coef) upper 95%,p,C,MH_coef,MH_HR,MH_LL,MH_UL,MH_p,HR_CI,MH_CI,Concordance
died,aa_coefs_frailty_cmb_ffs,0,2160,274,0.5110479400600566,0.054718335143837574,1.6670372350136078,1.497507372025967,1.855759240211357,9.668910693424866e-21,0.6243577451631143,,,,,,1.67 (1.5; 1.86),nan (nan; nan),0.62
cancer_inc,aa_coefs_frailty_cmb_ffs,4,1878,328,0.08975407807815987,0.06363018822231398,1.0939052353463343,0.9656452008245612,1.2392011712959605,0.15837495050252262,0.5758449498124742,,,,,,1.09 (0.97; 1.24),nan (nan; nan),0.58
cancer_inc,aa_coefs_frailty_cmb_ffs,5,1955,341,0.08282705412934656,0.05657885730196223,1.0863539118776022,0.9723247081075079,1.2137558698356976,0.14321516403288076,0.5178773384112783,-0.0058349137478299565,0.9941820763001757,0.8854341141238402,1.1162863335286937,0.9213587562109928,1.09 (0.97; 1.21),0.99 (0.89; 1.12),0.52
cancer_inc,aa_coefs_frailty_cmb_ffs,6,1955,341,0.08547644935367052,0.056409604569895855,1.089235908832342,0.9752276539723174,1.2165722129158325,0.12970104544497404,0.5230232915460781,0.008220591461250521,1.0082544733025252,0.8966918367127834,1.1336972651175916,0.8907143457578012,1.09 (0.98; 1.22),1.01 (0.9; 1.13),0.52
cancer_inc,aa_coefs_frailty_cmb_ffs,7,1935,334,0.11031018953061525,0.057612638180407565,1.1166243819379038,0.9973948928391364,1.2501066721817498,0.05553238778062441,0.560440155276141,0.012033060419132937,1.0121057489532397,0.8989515379738432,1.1395030808590751,0.8423215872966644,1.12 (1.0; 1.25),1.01 (0.9; 1.14),0.56
cancer_inc,aa_coefs_frailty_cmb_ffs,8,1924,334,0.08008282365646593,0.06634624014264652,1.083376793186552,0.951273736146277,1.233824956389521,0.22741524253325723,0.569637040785871,0.01888891212363516,1.019068436180814,0.9050386196850619,1.147465373335549,0.7550557901214296,1.08 (0.95; 1.23),1.02 (0.91; 1.15),0.57
cancer_inc,aa_coefs_frailty_cmb_ffs,9,1878,328,0.08247031526725795,0.06755309636475643,1.0859664363371546,0.9512947565610065,1.2397031442853215,0.2221533713993143,0.575771782253344,0.019671179660113402,1.0198659322228516,0.904299397090662,1.15020149637953,0.7485290634113355,1.09 (0.95; 1.24),1.02 (0.9; 1.15),0.58
died,aa_coefs_frailty_cmb,0,2160,274,0.5429632828885156,0.05424060404898825,1.721099417570767,1.5475200044701969,1.9141485710076847,1.3737220000490627e-23,0.6377981238959187,,,,,,1.72 (1.55; 1.91),nan (nan; nan),0.64
died,aa_coefs_frailty_cmb,1,2160,274,0.6045003243876331,0.04935916633534817,1.8303374053884327,1.6615620203849166,2.0162563759058294,1.7438631775979305e-34,0.7121995933117697,,,,,,1.83 (1.66; 2.02),nan (nan; nan),0.71
died,aa_coefs_frailty_cmb,2,2136,268,0.5891156736644387,0.05028757297420544,1.802393806114485,1.6332205152469204,1.9890905128807503,1.0687254779562267e-31,0.7125561477244826,,,,,,1.8 (1.63; 1.99),nan (nan; nan),0.71
died,aa_coefs_frailty_cmb,3,2125,265,0.577524737096592,0.05632664883014678,1.7816229830297754,1.595403263433567,1.9895787644489102,1.1456614677700603e-24,0.7167113494191242,,,,,,1.78 (1.6; 1.99),nan (nan; nan),0.72
died,aa_coefs_frailty_cmb,4,2075,256,0.5613170450660828,0.05974784965224329,1.7529797339067525,1.5592632149646304,1.9707628051480035,5.734534226901268e-21,0.7184881529503433,,,,,,1.75 (1.56; 1.97),nan (nan; nan),0.72
died,aa_coefs_frailty_cmb,5,2160,274,0.5211151341838085,0.057707329684871175,1.6839043824391127,1.5038234720886225,1.885549748242357,1.711845908166891e-19,0.6862881445815291,0.12183208378794569,1.1295644136772944,1.0021704703363468,1.273152425073859,0.04599105736193751,1.68 (1.5; 1.89),1.13 (1.0; 1.27),0.69
died,aa_coefs_frailty_cmb,6,2160,274,0.5300609487930618,0.0568806523772196,1.6990358596478776,1.5197972209920403,1.8994131667678058,1.176337566376044e-20,0.717611567084242,0.16096995523195873,1.1746496762066438,1.0451588775695055,1.3201838413515394,0.006910341991146854,1.7 (1.52; 1.9),1.17 (1.05; 1.32),0.72
died,aa_coefs_frailty_cmb,7,2136,268,0.5216147464422208,0.05761697883353582,1.6847458919072922,1.5048414488208555,1.8861579886190338,1.3891124891807694e-19,0.7182395251094068,0.1491362635263899,1.1608311573796124,1.0312940370151347,1.3066389677219816,0.013496435703113775,1.68 (1.5; 1.89),1.16 (1.03; 1.31),0.72
died,aa_coefs_frailty_cmb,8,2125,265,0.5129585172591051,0.06337664798745772,1.6702252828807929,1.4751247607038247,1.891129869071685,5.782709108853562e-16,0.7216466789498266,0.13981100105177302,1.1500564188620126,1.0203948443333337,1.2961940898768907,0.02197694451692415,1.67 (1.48; 1.89),1.15 (1.02; 1.3),0.72
died,aa_coefs_frailty_cmb,9,2075,256,0.5116691557979987,0.06592812830077803,1.6680731465086815,1.46587509522507,1.8981617404968287,8.425272205906445e-15,0.7223725573736512,0.11643905708438788,1.1234890396830841,0.991163450483709,1.2734807984213143,0.06858507264240427,1.67 (1.47; 1.9),1.12 (0.99; 1.27),0.72
CVD_inc,aa_coefs_frailty_cmb,0,2063,191,0.2502236641910524,0.06971248868546297,1.2843126393133664,1.1202923713569575,1.4723468602237761,0.0003314826677010518,0.5772827624986749,,,,,,1.28 (1.12; 1.47),nan (nan; nan),0.58
CVD_inc,aa_coefs_frailty_cmb,1,2063,191,0.3892997148048708,0.06373031927691736,1.4759468481698879,1.3026368864662192,1.6723149184975257,1.005416188049499e-09,0.6794061660283089,,,,,,1.48 (1.3; 1.67),nan (nan; nan),0.68
CVD_inc,aa_coefs_frailty_cmb,2,2041,191,0.38947743608168367,0.06474244023683741,1.476209178638415,1.3002864481764218,1.6759334392452523,1.7900278368474749e-09,0.6818743500906959,,,,,,1.48 (1.3; 1.68),nan (nan; nan),0.68
CVD_inc,aa_coefs_frailty_cmb,3,2030,190,0.3429862800964073,0.07491857150981644,1.4091494283995187,1.2167076680967084,1.6320289282510378,4.691714526544429e-06,0.6858075133088454,,,,,,1.41 (1.22; 1.63),nan (nan; nan),0.69
CVD_inc,aa_coefs_frailty_cmb,4,1982,189,0.3392575376324323,0.07634281728584977,1.403904856992314,1.208800282009993,1.630499989799238,8.835509969433885e-06,0.6926931328398307,,,,,,1.4 (1.21; 1.63),nan (nan; nan),0.69
CVD_inc,aa_coefs_frailty_cmb,5,2063,191,0.31791149885365594,0.07197895420046349,1.3742546327351444,1.193434567176526,1.582471169795318,1.0020596113168765e-05,0.6244797500034568,0.04035803091452016,1.0411834833424323,0.8936489890949659,1.2130747745632824,0.6046876831308936,1.37 (1.19; 1.58),1.04 (0.89; 1.21),0.62
CVD_inc,aa_coefs_frailty_cmb,6,2063,191,0.3463254975289251,0.07155862816560313,1.4138627497586698,1.228843107219817,1.6267397061597075,1.300059719931937e-06,0.6788945580582865,0.10142645777309506,1.106748522647981,0.9521768930309298,1.286412536734075,0.18633966336009217,1.41 (1.23; 1.63),1.11 (0.95; 1.29),0.68
CVD_inc,aa_coefs_frailty_cmb,7,2041,191,0.350465280948358,0.07234774565743934,1.4197279673162613,1.23203380652631,1.6360163905428675,1.2713759869694414e-06,0.6822100879913081,0.09268816428721657,1.0971195608594853,0.9441163677325032,1.2749184019671043,0.2264559740075854,1.42 (1.23; 1.64),1.1 (0.94; 1.27),0.68
CVD_inc,aa_coefs_frailty_cmb,8,2030,190,0.30366900374601025,0.08208607170008912,1.3548205413414034,1.1534797688830025,1.5913054990276057,0.00021611194671401334,0.6856330483739397,0.09069610461912396,1.0949362086371899,0.9405496893561899,1.2746645015697424,0.24216935110348034,1.35 (1.15; 1.59),1.09 (0.94; 1.27),0.69
CVD_inc,aa_coefs_frailty_cmb,9,1982,189,0.29718826062671105,0.0826434552090201,1.3460686873305414,1.1447772365640299,1.5827541404038246,0.00032311180949394855,0.6926399814453313,0.10526639418237171,1.1110065366153694,0.9522126499563865,1.2962813762856578,0.18099326288604617,1.35 (1.14; 1.58),1.11 (0.95; 1.3),0.69
cancer_inc,aa_coefs_frailty_cmb,0,1955,341,0.024397971543707153,0.05434990586785905,1.0246980374146397,0.9211559902746743,1.1398786730663488,0.6534998299770036,0.4849135162501795,,,,,,1.02 (0.92; 1.14),nan (nan; nan),0.48
cancer_inc,aa_coefs_frailty_cmb,1,1955,341,0.11653535092792282,0.05043650565924922,1.1235972299698302,1.01783886152363,1.2403444031465352,0.0208585100310355,0.5351766071972817,,,,,,1.12 (1.02; 1.24),nan (nan; nan),0.54
cancer_inc,aa_coefs_frailty_cmb,2,1935,334,0.14717942704667872,0.052028456439550334,1.158561821707627,1.0462428681904568,1.2829387282132958,0.004671915727239608,0.5690184918830583,,,,,,1.16 (1.05; 1.28),nan (nan; nan),0.57
cancer_inc,aa_coefs_frailty_cmb,3,1924,334,0.1292558136184847,0.05947423572055777,1.1379811980218495,1.0127692935751014,1.278673450376696,0.02975716739376187,0.5751858916961887,,,,,,1.14 (1.01; 1.28),nan (nan; nan),0.58
cancer_inc,aa_coefs_frailty_cmb,4,1878,328,0.13766348639307294,0.06094658711687832,1.1475893058729851,1.0183771905419408,1.2931959073564918,0.02389854947331569,0.5800696988748455,,,,,,1.15 (1.02; 1.29),nan (nan; nan),0.58
cancer_inc,aa_coefs_frailty_cmb,5,1955,341,0.11745824194386027,0.056158473858130976,1.1246346664056504,1.007417026640214,1.2554911217845206,0.03647881165639567,0.5312850273669999,-0.022894664067769056,0.9773654300499155,0.8698212699784345,1.0982062830911683,0.7002872093224992,1.12 (1.01; 1.26),0.98 (0.87; 1.1),0.53
cancer_inc,aa_coefs_frailty_cmb,6,1955,341,0.12020140099657187,0.05605011890402912,1.127723953437418,1.010398883065398,1.25867252673339,0.031990102327187506,0.5350884484308999,-0.009038888576170278,0.991001839373002,0.8807052126183987,1.1151116532180687,0.8806517343609686,1.13 (1.01; 1.26),0.99 (0.88; 1.12),0.54
cancer_inc,aa_coefs_frailty_cmb,7,1935,334,0.15004542531305223,0.05747087484671477,1.1618870206111906,1.038112936090127,1.3004186748208932,0.009032856614245277,0.5692324347731947,-0.007149569008583813,0.9928759283586718,0.8812451121124482,1.1186474631910408,0.9064725856576219,1.16 (1.04; 1.3),0.99 (0.88; 1.12),0.57
cancer_inc,aa_coefs_frailty_cmb,8,1924,334,0.1293969386746403,0.06427498881228487,1.1381418070150344,1.003426131312346,1.290943829797698,0.04409599639059741,0.5751884870427324,-0.0003524879320453649,0.9996475741845271,0.8872156858792604,1.1263273277034938,0.9953800623320203,1.14 (1.0; 1.29),1.0 (0.89; 1.13),0.58
cancer_inc,aa_coefs_frailty_cmb,9,1878,328,0.1379859180727194,0.06530429155453624,1.1479593846797815,1.010041943885036,1.3047089349631773,0.03460345477501683,0.5801401565243783,-0.000848860686559313,0.9991514994937518,0.8852627199165114,1.1276920359130926,0.9890315132218854,1.15 (1.01; 1.3),1.0 (0.89; 1.13),0.58
died,aa_coefs_frailty_allprot,0,2160,274,0.503471465658456,0.05175748805783308,1.6544546959082609,1.4948541643203477,1.83109523734538,2.3015852696161836e-22,0.6448431721681961,,,,,,1.65 (1.49; 1.83),nan (nan; nan),0.64
died,aa_coefs_frailty_allprot,1,2160,274,0.5604682589549618,0.0488642125130503,1.7514924603334026,1.5915305484297888,1.9275318602155562,1.8684736515636818e-30,0.7068824432199312,,,,,,1.75 (1.59; 1.93),nan (nan; nan),0.71
died,aa_coefs_frailty_allprot,2,2136,268,0.5563158904529019,0.050030424860467146,1.7442346970915517,1.581317024443369,1.9239372191094826,1.0077721679684122e-28,0.7071255253693834,,,,,,1.74 (1.58; 1.92),nan (nan; nan),0.71
died,aa_coefs_frailty_allprot,3,2125,265,0.5369413210991392,0.05537881453763905,1.7107661670893022,1.5348011660005625,1.9069055609880539,3.1419856921594506e-22,0.7116473041406017,,,,,,1.71 (1.53; 1.91),nan (nan; nan),0.71
died,aa_coefs_frailty_allprot,4,2075,256,0.516665323482149,0.05823165545434165,1.6764279733367595,1.4956088418797377,1.879108140504013,7.146713880109438e-19,0.7158320187004134,,,,,,1.68 (1.5; 1.88),nan (nan; nan),0.72
died,aa_coefs_frailty_allprot,5,2160,274,0.4686584816312132,0.055467716883618894,1.5978492107056157,1.433248798117616,1.7813530375924609,2.932762957206363e-17,0.6838121929205342,0.14680564264500606,1.1581288502943206,1.030633923841895,1.3013955807744226,0.013623831983312094,1.6 (1.43; 1.78),1.16 (1.03; 1.3),0.68
died,aa_coefs_frailty_allprot,6,2160,274,0.47960188598945624,0.05588531527989153,1.615431148383972,1.447834049614991,1.8024288045049848,9.332312416902221e-18,0.7136851643083666,0.18145957644525362,1.1989660692595674,1.0697616452734369,1.3437756359906694,0.0018138890001325157,1.62 (1.45; 1.8),1.2 (1.07; 1.34),0.71
died,aa_coefs_frailty_allprot,7,2136,268,0.48345222169361574,0.057302561004483166,1.621663090447636,1.4493878080026716,1.81441513748081,3.2604772160284785e-17,0.7132169215881682,0.16180838042209084,1.1756349450641537,1.0466356748981003,1.3205335506938052,0.006360330920388638,1.62 (1.45; 1.81),1.18 (1.05; 1.32),0.71
died,aa_coefs_frailty_allprot,8,2125,265,0.4674056509036951,0.06237278864225022,1.5958486295729346,1.4122119464850384,1.8033644700772928,6.693670926576628e-14,0.7163288797684587,0.1517995158574881,1.1639268641598663,1.034636970822815,1.3093730296875514,0.011512469449546125,1.6 (1.41; 1.8),1.16 (1.03; 1.31),0.72
died,aa_coefs_frailty_allprot,9,2075,256,0.4629561350381174,0.06458341377375504,1.5887636498306197,1.3998638334127116,1.803153903097466,7.591029395945011e-13,0.7188988557895666,0.12640806593033466,1.134745124643222,1.0023043524317947,1.2846861282977258,0.04589976936212447,1.59 (1.4; 1.8),1.13 (1.0; 1.28),0.72
CVD_inc,aa_coefs_frailty_allprot,0,2063,191,0.28826479640338604,0.06440879771360884,1.3341105250242544,1.17589066427293,1.5136193755573344,7.621484953648686e-06,0.5930919096804524,,,,,,1.33 (1.18; 1.51),nan (nan; nan),0.59
CVD_inc,aa_coefs_frailty_allprot,1,2063,191,0.4047199982885603,0.061321469570548806,1.4988827515586765,1.3291400131658573,1.6903031137922413,4.1123471376392314e-11,0.6819734240400437,,,,,,1.5 (1.33; 1.69),nan (nan; nan),0.68
CVD_inc,aa_coefs_frailty_allprot,2,2041,191,0.40672943096789116,0.062199081614858896,1.501897683679229,1.3295246484011503,1.6966189043231894,6.186741155126079e-11,0.6856793796309681,,,,,,1.5 (1.33; 1.7),nan (nan; nan),0.69
CVD_inc,aa_coefs_frailty_allprot,3,2030,190,0.3672983408845197,0.07070625596289602,1.443828607969933,1.2569857910873887,1.6584444024534442,2.0504160819376305e-07,0.6898720747652975,,,,,,1.44 (1.26; 1.66),nan (nan; nan),0.69
CVD_inc,aa_coefs_frailty_allprot,4,1982,189,0.3711070367564315,0.07224729868820368,1.4493381975441404,1.2579770732457163,1.669808818884729,2.797213447666313e-07,0.6968534374456407,,,,,,1.45 (1.26; 1.67),nan (nan; nan),0.7
CVD_inc,aa_coefs_frailty_allprot,5,2063,191,0.3340040938666117,0.06704311473716544,1.3965488608475554,1.22458499079269,1.592660971185118,6.295326157291425e-07,0.6284527776625508,0.03364540818823497,1.0342178165322373,0.8900043898595378,1.2017991194420017,0.660578191256936,1.4 (1.22; 1.59),1.03 (0.89; 1.2),0.63
CVD_inc,aa_coefs_frailty_allprot,6,2063,191,0.36804917076060073,0.06836187012554369,1.4449130847025553,1.263723304885322,1.6520814439946654,7.291450835249221e-08,0.6810423897162189,0.09277062380158378,1.0972100325357506,0.9466933400999785,1.2716576788952212,0.2178360960456646,1.44 (1.26; 1.65),1.1 (0.95; 1.27),0.68
CVD_inc,aa_coefs_frailty_allprot,7,2041,191,0.3740788206531655,0.06921771893482873,1.4536517237197621,1.2692352889745193,1.6648633647593594,6.503312829170852e-08,0.6858099443700951,0.08247727018359557,1.0859739891691294,0.9368136594400299,1.2588837633482517,0.27390749664868586,1.45 (1.27; 1.66),1.09 (0.94; 1.26),0.69
CVD_inc,aa_coefs_frailty_allprot,8,2030,190,0.33573889335959256,0.07708153136186154,1.3989736957963623,1.2028116622669103,1.6271270581477253,1.3268267449464582e-05,0.6896315960712383,0.07891237256502111,1.0821094954362167,0.9319465918928117,1.2564678816357557,0.30052969811266816,1.4 (1.2; 1.63),1.08 (0.93; 1.26),0.69
CVD_inc,aa_coefs_frailty_allprot,9,1982,189,0.3374307196365171,0.07807401561217416,1.4013425195097198,1.2025068998571218,1.633055791379806,1.546676655905866e-05,0.6967133110419607,0.08964452256405468,1.0937853985604038,0.9393893850395383,1.2735576079067437,0.2482411605707395,1.4 (1.2; 1.63),1.09 (0.94; 1.27),0.7
cancer_inc,aa_coefs_frailty_allprot,0,1955,341,0.03763351904686428,0.05272476724663253,1.0383506274128074,0.9364069457873576,1.151392597309296,0.47536751381835374,0.4905103385044747,,,,,,1.04 (0.94; 1.15),nan (nan; nan),0.49
cancer_inc,aa_coefs_frailty_allprot,1,1955,341,0.11007589342900678,0.04975119542905054,1.116362791844221,1.012644617806289,1.2307041000366277,0.026930230761767943,0.5315620977756284,,,,,,1.12 (1.01; 1.23),nan (nan; nan),0.53
cancer_inc,aa_coefs_frailty_allprot,2,1935,334,0.14355518102348366,0.05125238319751762,1.1543705083957752,1.0440447534537172,1.2763545492142485,0.005095297262653392,0.5669692798630765,,,,,,1.15 (1.04; 1.28),nan (nan; nan),0.57
cancer_inc,aa_coefs_frailty_allprot,3,1924,334,0.12205055850444854,0.05771562450347731,1.129811221902041,1.0089700046526286,1.2651252180437726,0.03445651830876067,0.5699095521729539,,,,,,1.13 (1.01; 1.27),nan (nan; nan),0.57
cancer_inc,aa_coefs_frailty_allprot,4,1878,328,0.13356524374905948,0.059205479951999956,1.14289583051142,1.017679092728419,1.2835194205458325,0.024073084279272582,0.5758070110781104,,,,,,1.14 (1.02; 1.28),nan (nan; nan),0.58
cancer_inc,aa_coefs_frailty_allprot,5,1955,341,0.11020745254148066,0.05463988479991323,1.1165096692036307,1.0031201036364332,1.24271643734997,0.043697795895677814,0.5316200306792507,-0.017769695414829464,0.9823872545964382,0.8756380670143716,1.1021502540246317,0.7620684649976669,1.12 (1.0; 1.24),0.98 (0.88; 1.1),0.53
cancer_inc,aa_coefs_frailty_allprot,6,1955,341,0.11144466245002153,0.05468181254678706,1.1178918808960405,1.0042794098835406,1.2443571431163807,0.04154421155137254,0.5318391681842568,-0.0035897869706250874,0.9964166486115293,0.8867028840328293,1.1197055468170471,0.9519062936227202,1.12 (1.0; 1.24),1.0 (0.89; 1.12),0.53
cancer_inc,aa_coefs_frailty_allprot,7,1935,334,0.14466474453122272,0.056043445956197105,1.155652066639951,1.0354349799251898,1.2898267153633174,0.009843003584598746,0.5669435036112529,-0.00294349008198428,0.9970608377376077,0.8861511314967591,1.1218518814853602,0.960981164834531,1.16 (1.04; 1.29),1.0 (0.89; 1.12),0.57
cancer_inc,aa_coefs_frailty_allprot,8,1924,334,0.12060453772534993,0.06179216573502886,1.1281786720336968,0.9994942462945068,1.2734311585588474,0.05096466714458106,0.5695981105877163,0.003945674587088672,1.0039534690091083,0.8921998184698953,1.129704968629101,0.9477511433062701,1.13 (1.0; 1.27),1.0 (0.89; 1.13),0.57
cancer_inc,aa_coefs_frailty_allprot,9,1878,328,0.13295591768643425,0.06300525383477641,1.1421996464181199,1.0095128515848628,1.292326323760533,0.03483808387032096,0.5755820885815249,0.0017302098198926598,1.0017317074965435,0.8885443274390319,1.129337482459809,0.9774365037341709,1.14 (1.01; 1.29),1.0 (0.89; 1.13),0.58
died,aa_coefs_mort_allprot,0,2160,274,0.7090469259927067,0.044615268549498335,2.0320536379417073,1.8619095604253224,2.2177457354743217,7.145282525304304e-57,0.7452965698411528,,,,,,2.03 (1.86; 2.22),nan (nan; nan),0.75
died,aa_coefs_mort_allprot,1,2160,274,0.6552811532247055,0.0461002342704121,1.925683853498773,1.7593182118628994,2.1077814568288358,7.472715813395511e-46,0.729123864310825,,,,,,1.93 (1.76; 2.11),nan (nan; nan),0.73
died,aa_coefs_mort_allprot,2,2136,268,0.6445740401939495,0.04732928003218793,1.9051753282948676,1.7363936647098803,2.0903629777697397,3.0907264452198565e-42,0.72874691277785,,,,,,1.91 (1.74; 2.09),nan (nan; nan),0.73
died,aa_coefs_mort_allprot,3,2125,265,0.6085658874462248,0.05372663590411938,1.8377939046920146,1.6541108539050469,2.04187429648352,9.636423470061208e-30,0.7293365254838793,,,,,,1.84 (1.65; 2.04),nan (nan; nan),0.73
died,aa_coefs_mort_allprot,4,2075,256,0.6047696547552314,0.05682956933182193,1.8308304372258974,1.6378521938391268,2.0465461428578737,1.903880274900869e-26,0.7317381174456586,,,,,,1.83 (1.64; 2.05),nan (nan; nan),0.73
died,aa_coefs_mort_allprot,5,2160,274,0.6372542944196664,0.049689394625369664,1.891280843322434,1.7157749947712169,2.084739105779642,1.1916319877924422e-37,0.7322284618545405,0.08093153690021762,1.084296659715139,0.9670253856549719,1.2157894339796471,0.16580434641919362,1.89 (1.72; 2.08),1.08 (0.97; 1.22),0.73
died,aa_coefs_mort_allprot,6,2160,274,0.6078007626402464,0.054270013212019116,1.8363883007870385,1.6510863930908704,2.0424866956564554,4.09721527388495e-29,0.7323127495706594,0.10457359868758104,1.1102371028530165,0.9866716071498771,1.2492772829574503,0.08237362216166962,1.84 (1.65; 2.04),1.11 (0.99; 1.25),0.73
died,aa_coefs_mort_allprot,7,2136,268,0.6026390683215429,0.05496890299878343,1.8269338472188776,1.640337475112188,2.034756464907134,5.73859116502478e-28,0.7317835839218915,0.09571065502755698,1.100440610966554,0.9763602571660583,1.2402896670326908,0.11687556350709861,1.83 (1.64; 2.03),1.1 (0.98; 1.24),0.73
died,aa_coefs_mort_allprot,8,2125,265,0.5644323963403783,0.06113776602239631,1.7584493970919022,1.559873263852859,1.9823048152612948,2.6527879068917283e-20,0.7323889275036133,0.09649434722084377,1.101303355701545,0.9748253862552962,1.2441911119473519,0.12106482456521811,1.76 (1.56; 1.98),1.1 (0.97; 1.24),0.73
died,aa_coefs_mort_allprot,9,2075,256,0.5729175174699985,0.06358246709514533,1.7734335344354053,1.565645457567197,2.0087986624679806,2.0489282460224487e-19,0.7341140525622867,0.07400117060950975,1.0768080660172443,0.9469340173525916,1.2244946213692218,0.2591190926305335,1.77 (1.57; 2.01),1.08 (0.95; 1.22),0.73
CVD_inc,aa_coefs_mort_allprot,0,2063,191,0.36263605370591706,0.059869447445951865,1.4371127321988464,1.2779971078665173,1.6160388723381574,1.3858558782044486e-09,0.6334305849384457,,,,,,1.44 (1.28; 1.62),nan (nan; nan),0.63
CVD_inc,aa_coefs_mort_allprot,1,2063,191,0.24720415384781527,0.06477941777555281,1.2804404929500124,1.127766161632525,1.4537835162678872,0.00013558251283833612,0.6444324608343358,,,,,,1.28 (1.13; 1.45),nan (nan; nan),0.64
CVD_inc,aa_coefs_mort_allprot,2,2041,191,0.23958987877519913,0.06570726249629759,1.270727890959918,1.1171781652888486,1.4453821449741138,0.00026601993755046797,0.6498719999253916,,,,,,1.27 (1.12; 1.45),nan (nan; nan),0.65
CVD_inc,aa_coefs_mort_allprot,3,2030,190,0.15973588140635403,0.07238933560285515,1.1732009658785885,1.0180157512608699,1.3520424459382905,0.027340497109037847,0.6604440839883627,,,,,,1.17 (1.02; 1.35),nan (nan; nan),0.66
CVD_inc,aa_coefs_mort_allprot,4,1982,189,0.1646485271639536,0.073996336994267,1.1789786669056859,1.0198120765720506,1.3629870923778027,0.026075180891018943,0.6692147123059974,,,,,,1.18 (1.02; 1.36),nan (nan; nan),0.67
CVD_inc,aa_coefs_mort_allprot,5,2063,191,0.28014562800009735,0.06485296082199062,1.3233225111167053,1.1653671184364394,1.5026873855663314,1.562382538772916e-05,0.6023377257873462,0.08277146109929526,1.0862935198506365,0.9398805023569534,1.255514513079371,0.26247187119538606,1.32 (1.17; 1.5),1.09 (0.94; 1.26),0.6
CVD_inc,aa_coefs_mort_allprot,6,2063,191,0.1701292494777176,0.07280039669286666,1.1854580612542736,1.0278231240369957,1.367269116765034,0.019442953847614863,0.6483133068772094,0.18308458567202682,1.200915984070394,1.0339214067023519,1.3948828135743854,0.016546080368259816,1.19 (1.03; 1.37),1.2 (1.03; 1.39),0.65
CVD_inc,aa_coefs_mort_allprot,7,2041,191,0.16655538614073476,0.07361280641192244,1.1812289577719188,1.0225269205683531,1.3645624605202378,0.023661154113841426,0.6530335318228236,0.17498466951190172,1.191227954366397,1.02556526056729,1.383650649866026,0.02199911803196903,1.18 (1.02; 1.36),1.19 (1.03; 1.38),0.65
CVD_inc,aa_coefs_mort_allprot,8,2030,190,0.09129722808295375,0.07949007961250408,1.0955945983505253,0.93753567822744,1.2803006347494512,0.2507473083999706,0.6633345435855845,0.16761595763205392,1.1824824000943583,1.014109928063723,1.3788097205622192,0.0324562905115207,1.1 (0.94; 1.28),1.18 (1.01; 1.38),0.66
CVD_inc,aa_coefs_mort_allprot,9,1982,189,0.09852348399161838,0.0803823149585176,1.1035403196217102,0.9426851264408961,1.2918430585922045,0.22031683298273713,0.6723409806915479,0.1739887853317313,1.1900422198168064,1.0192539545733796,1.3894481140760244,0.027718854884753116,1.1 (0.94; 1.29),1.19 (1.02; 1.39),0.67
cancer_inc,aa_coefs_mort_allprot,0,1955,341,0.19521226060864616,0.04989638354261649,1.2155689765190092,1.1023201060462868,1.3404526766505573,9.14012153365143e-05,0.5629718068265112,,,,,,1.22 (1.1; 1.34),nan (nan; nan),0.56
cancer_inc,aa_coefs_mort_allprot,1,1955,341,0.14735165130142971,0.05184047040151129,1.1587613713371034,1.0468086933950103,1.2826870126081098,0.004477446716717389,0.5408892952588216,,,,,,1.16 (1.05; 1.28),nan (nan; nan),0.54
cancer_inc,aa_coefs_mort_allprot,2,1935,334,0.18306413898049506,0.05321576059339502,1.2008914295627422,1.0819480483499266,1.3329107879039546,0.0005816365414163082,0.5720549343478866,,,,,,1.2 (1.08; 1.33),nan (nan; nan),0.57
cancer_inc,aa_coefs_mort_allprot,3,1924,334,0.14881054186033305,0.0574028286420764,1.1604531110932954,1.0369700683226857,1.2986405916463306,0.009531154515436579,0.5793825670572663,,,,,,1.16 (1.04; 1.3),nan (nan; nan),0.58
cancer_inc,aa_coefs_mort_allprot,4,1878,328,0.15006788634421697,0.05992644339617129,1.1619131180848576,1.0331518884332442,1.306721798694082,0.012272813414883102,0.5809043510308496,,,,,,1.16 (1.03; 1.31),nan (nan; nan),0.58
cancer_inc,aa_coefs_mort_allprot,5,1955,341,0.16331726993123438,0.0537436517720391,1.17741018728471,1.0596955480631185,1.308200974945725,0.002375069201192835,0.5421613003166159,-0.03128464199535021,0.9691996588847082,0.8661213996745238,1.084545398757297,0.585545913408341,1.18 (1.06; 1.31),0.97 (0.87; 1.08),0.54
cancer_inc,aa_coefs_mort_allprot,6,1955,341,0.15971605439522796,0.05840865564516007,1.173177705040582,1.0462759997650355,1.315471183429015,0.0062482940361314665,0.5422016014669618,-0.027973679290768674,0.9724139610895378,0.8627728235272747,1.0959882902384355,0.6467315754822204,1.17 (1.05; 1.32),0.97 (0.86; 1.1),0.54
cancer_inc,aa_coefs_mort_allprot,7,1935,334,0.19430052425777156,0.05922822759909275,1.2144612031714737,1.081355483278983,1.3639511121137806,0.0010360885430397097,0.5727148063945725,-0.02644228167439155,0.9739042543361947,0.8633171795743482,1.0986570394461335,0.6672097785169129,1.21 (1.08; 1.36),0.97 (0.86; 1.1),0.57
