"Name","r2_val","r2_train","concordance_val","concordance_train","ID","Notes","State","Created","Runtime","architecture","target","batch_size","add_age","beta","dset","gamma","lr","n_epochs","weight_decay","init","max_depth","n_trees","alpha","l1_ratio","cosim_train","cosim_val","training_loss","validation_loss","var_t","in_dim","combine_sets","nested_batch_size","seed","bootstrap","score_test","score_train"
"visionary-gorge-1046","0","0","0.720227868325528","0.871028870422895","aaqnm33d","-","finished","2025-01-03T16:10:48.000Z","2662","ds_default","mort","1000","false","0.1","allprot","0.99","0.000005","100","0.00001","normal","","","","","NaN","NaN","8.41676020232894","7.134900151957331","0","344","true","1000","43","true","",""
"cosmic-dream-1067","0","0","0.7202163513636607","0.8629518200525282","bjwhp33y","-","finished","2025-01-03T16:54:35.000Z","2639","ds_default","mort","1000","false","0.1","allprot","0.99","0.000005","100","0.00001","normal","","","","","NaN","NaN","8.515020966328805","7.1099334794663545","0","344","true","1000","64","true","",""
"grateful-disco-1040","0","0","0.7201943644364593","0.8697255841439234","5fi85mrx","-","finished","2025-01-03T16:10:33.000Z","2646","ds_default","mort","1000","false","0.1","allprot","0.99","0.000005","100","0.00001","normal","","","","","NaN","NaN","8.474390443149005","7.054899896725213","0","344","true","1000","37","true","",""
"warm-tree-1027","0","0","0.7199514612407119","0.8709280794358681","sk0cdc66","-","finished","2025-01-03T15:25:51.000Z","2662","ds_default","mort","1000","false","0.1","allprot","0.99","0.000005","100","0.00001","normal","","","","","NaN","NaN","8.430176732218534","7.144376853118951","0","344","true","1000","24","true","",""
"drawn-moon-1052","0","0","0.7196069993812251","0.8712546578822224","4ipktycz","-","finished","2025-01-03T16:10:58.000Z","2644","ds_default","mort","1000","false","0.1","allprot","0.99","0.000005","100","0.00001","normal","","","","","NaN","NaN","8.460380007424346","7.153003655679194","0","344","true","1000","49","true","",""
"rural-water-1004","0","0","0.7195337096238874","0.8671856531097989","q7dgy06l","-","finished","2025-01-03T15:25:50.000Z","3129","ds_default","mort","1000","false","0.1","allprot","0.99","0.000005","100","0.00001","normal","","","","","NaN","NaN","8.477000440174162","7.0796424795779","0","344","true","1000","10","true","",""
"playful-eon-1086","0","0","0.7195316156308207","0.8648352778879715","zy6g28cr","-","finished","2025-01-03T16:55:41.000Z","2705","ds_default","mort","1000","false","0.1","allprot","0.99","0.000005","100","0.00001","normal","","","","","NaN","NaN","8.50954110734917","7.083038108315416","0","344","true","1000","83","true","",""
"fiery-field-1078","0","0","0.718982989447322","0.8594781323551894","jradw0tl","-","finished","2025-01-03T16:55:11.000Z","2650","ds_default","mort","1000","false","0.1","allprot","0.99","0.000005","100","0.00001","normal","","","","","NaN","NaN","8.50322138745731","7.083132768451619","0","344","true","1000","75","true","",""
"royal-violet-1011","0","0","0.7189557675374537","0.8732064380795226","8zp4bwzr","-","finished","2025-01-03T15:25:50.000Z","3131","ds_default","mort","1000","false","0.1","allprot","0.99","0.000005","100","0.00001","normal","","","","","NaN","NaN","8.451384361448698","7.094696888089627","0","344","true","1000","9","true","",""
"azure-oath-1013","0","0","0.7188573498633146","0.8642754034016235","z87wziof","-","finished","2025-01-03T15:25:50.000Z","3148","ds_default","mort","1000","false","0.1","allprot","0.99","0.000005","100","0.00001","normal","","","","","NaN","NaN","8.461810951774154","7.107063375113252","0","344","true","1000","7","true","",""
"glorious-wood-1094","0","0","0.7184689141494253","0.868253875420304","pxwnkxhs","-","finished","2025-01-03T17:10:44.000Z","3128","ds_default","mort","1000","false","0.1","allprot","0.99","0.000005","100","0.00001","normal","","","","","NaN","NaN","8.472419300793291","7.13097147854402","0","344","true","1000","91","true","",""
"rich-darkness-1095","0","0","0.7177747554477847","0.8692145494618208","8a0xk2c5","-","finished","2025-01-03T17:11:08.000Z","3120","ds_default","mort","1000","false","0.1","allprot","0.99","0.000005","100","0.00001","normal","","","","","NaN","NaN","8.47451701406538","7.148492024833351","0","344","true","1000","92","true","",""
"worldly-hill-1063","0","0","0.7177600974963172","0.8646454326209789","o4cittzr","-","finished","2025-01-03T16:18:40.000Z","3108","ds_default","mort","1000","false","0.1","allprot","0.99","0.000005","100","0.00001","normal","","","","","NaN","NaN","8.481181733021801","7.125985235238981","0","344","true","1000","60","true","",""
"rich-wood-1055","0","0","0.7177464865413831","0.8684246076096924","2v6hecnk","-","finished","2025-01-03T16:11:07.000Z","2662","ds_default","mort","1000","false","0.1","allprot","0.99","0.000005","100","0.00001","normal","","","","","NaN","NaN","8.461014539017981","7.153842695715816","0","344","true","1000","52","true","",""
"electric-bush-1043","0","0","0.7177213586245816","0.8651853017670853","x3ueg79x","-","finished","2025-01-03T16:10:44.000Z","2643","ds_default","mort","1000","false","0.1","allprot","0.99","0.000005","100","0.00001","normal","","","","","NaN","NaN","8.475358528141427","7.128256975193612","0","344","true","1000","40","true","",""
