type,outcome,variable,model,N,Ncase,Coef,Std Err,t-value,P,LL,UL,R-squared,MH_coef,MH_LL,MH_UL,MH_p,Beta_CI,R2
logistic,hbp,aa_nn_cmb_mort,0,996,"hbp    570
dtype: int64",1.220159566326458,1.0684710761003613,3.0044612804781887,0.002660516200455434,1.0716245038104966,1.389282684376956,0.006829206726157944,,,,,1.22 (1.07; 1.39),0.01
logistic,hbp,aa_nn_cmb_mort,1,996,"hbp    570
dtype: int64",1.2143261926368374,1.0683846214975754,2.9356883364577353,0.0033280851344485137,1.0666704065596433,1.3824214987644596,0.0065131043798497545,,,,,1.21 (1.07; 1.38),0.01
logistic,hbp,aa_nn_cmb_mort,2,996,"hbp    570
dtype: int64",1.178250561314598,1.0724302363737568,2.3457320893577904,0.018989751723365516,1.0273428693591633,1.3513252747879039,0.0077238687763877545,,,,,1.18 (1.03; 1.35),0.01
logistic,hbp,aa_nn_cmb_mort,3,993,"hbp    568
dtype: int64",1.162398317686712,1.0731015937364898,2.132936728365398,0.03292991690109344,1.0122785402596082,1.3347806905146666,0.011946245724321458,,,,,1.16 (1.01; 1.33),0.01
logistic,hbp,aa_nn_cmb_mort,4,993,"hbp    568
dtype: int64",1.2624569183576773,1.085035244069257,2.85568809524668,0.004294367751189989,1.0758405431354816,1.481443956428824,0.07927976699813333,,,,,1.26 (1.08; 1.48),0.08
logistic,hbp,aa_nn_cmb_mort,5,993,"hbp    568
dtype: int64",1.2553906086382949,1.0853427442246386,2.7772691842915944,0.005481775901177838,1.0692247872771066,1.4739702998007487,0.07984637475791023,,,,,1.26 (1.07; 1.47),0.08
logistic,hbp,aa_nn_cmb_mort,6,583,"hbp    318
dtype: int64",1.1744396042933987,1.0978898712454472,1.7217157594594918,0.08512102109107858,0.977995694853454,1.4103419794087282,0.017187874467772146,1.244577187109115,1.0363722758916138,1.4946100071422908,0.019157322522630634,1.17 (0.98; 1.41),0.02
logistic,hbp,aa_nn_cmb_mort,7,583,"hbp    318
dtype: int64",1.1744396042933987,1.0978898712454472,1.7217157594594918,0.08512102109107858,0.977995694853454,1.4103419794087282,0.017187874467772146,1.244577187109115,1.0363722758916138,1.4946100071422908,0.019157322522630634,1.17 (0.98; 1.41),0.02
logistic,hbp,aa_nn_cmb_mort,8,583,"hbp    318
dtype: int64",1.0843697904127902,1.105723548072458,0.8059606782014751,0.4202655223436259,0.8904954955821456,1.3204534421492866,0.02273437281199575,1.2738628408783792,1.0581874720497944,1.5334962662404068,0.010541134759990646,1.08 (0.89; 1.32),0.02
logistic,hbp,aa_nn_cmb_mort,9,581,"hbp    317
dtype: int64",1.0763248955464637,1.106290036099366,0.7281539362956307,0.46651935998052585,0.8830020744817828,1.311973453123531,0.02870365888592641,1.255017919766771,1.041704909303569,1.5120116693975503,0.01685583760812751,1.08 (0.88; 1.31),0.03
logistic,hbp,aa_nn_cmb_mort,10,581,"hbp    317
dtype: int64",1.190191948861087,1.118496716037276,1.5547949798468235,0.1199949051359254,0.9556408845520803,1.4823108743382285,0.08169572722792706,1.1179781254600938,0.9191859870660409,1.3597629931204174,0.264250234794572,1.19 (0.96; 1.48),0.08
logistic,hbp,aa_nn_cmb_mort,11,581,"hbp    317
dtype: int64",1.1969195356787226,1.119305991382163,1.594827862365543,0.11075073461240471,0.9596812606997521,1.4928043649042142,0.08250238282898315,1.1305371014682464,0.9272247380478335,1.3784297218893755,0.22514199633036247,1.2 (0.96; 1.49),0.08
logistic,hbp,aa_nn_cmb_ffs_mort,0,996,"hbp    570
dtype: int64",1.4168011021510265,1.0736603666644389,4.9019752337740155,9.487780011027986e-07,1.232567837359169,1.628571914838494,0.01933090620091127,,,,,1.42 (1.23; 1.63),0.02
logistic,hbp,aa_nn_cmb_ffs_mort,1,996,"hbp    570
dtype: int64",1.3522819802789843,1.0721048571186942,4.334627061375909,1.4600743638660316e-05,1.1797862038873916,1.549998252362844,0.014842811561888158,,,,,1.35 (1.18; 1.55),0.01
logistic,hbp,aa_nn_cmb_ffs_mort,2,996,"hbp    570
dtype: int64",1.3302287571508526,1.0772751385416657,3.833567074173255,0.00012629834187949886,1.149654351463352,1.5391657014986817,0.015114695757405983,,,,,1.33 (1.15; 1.54),0.02
logistic,hbp,aa_nn_cmb_ffs_mort,3,993,"hbp    568
dtype: int64",1.308869614634644,1.0779134096018244,3.587553250636275,0.00033379557682418007,1.12988219445134,1.5162108727146772,0.0185828391641073,,,,,1.31 (1.13; 1.52),0.02
logistic,hbp,aa_nn_cmb_ffs_mort,4,993,"hbp    568
dtype: int64",1.4252002073369696,1.092007607759831,4.025459880385114,5.686407521199815e-05,1.1993748896497802,1.6935452363743033,0.08595202215038134,,,,,1.43 (1.2; 1.69),0.09
logistic,hbp,aa_nn_cmb_ffs_mort,5,993,"hbp    568
dtype: int64",1.4200842346009512,1.0921604809187448,3.978276253377078,6.941669176205932e-05,1.1947417150349307,1.6879290377026879,0.08653587797165463,,,,,1.42 (1.19; 1.69),0.09
logistic,hbp,aa_nn_cmb_ffs_mort,6,583,"hbp    318
dtype: int64",1.3242710787765932,1.1023339396956895,2.882716379994828,0.003942622494477148,1.0940686843750935,1.6029102332691214,0.024231659889564994,1.1923126463629816,0.9920789413050688,1.4329600070000328,0.060767580826055316,1.32 (1.09; 1.6),0.02
logistic,hbp,aa_nn_cmb_ffs_mort,7,583,"hbp    318
dtype: int64",1.3242710787765932,1.1023339396956895,2.882716379994828,0.003942622494477148,1.0940686843750935,1.6029102332691214,0.024231659889564994,1.1923126463629816,0.9920789413050688,1.4329600070000328,0.060767580826055316,1.32 (1.09; 1.6),0.02
logistic,hbp,aa_nn_cmb_ffs_mort,8,583,"hbp    318
dtype: int64",1.2401240568063308,1.1111706589715096,2.0415808276940206,0.041193128689656446,1.008640683711027,1.5247329411812605,0.027252230556773727,1.2151301482309464,1.008916422273953,1.4634921630196576,0.04002248329706231,1.24 (1.01; 1.52),0.03
logistic,hbp,aa_nn_cmb_ffs_mort,9,581,"hbp    317
dtype: int64",1.2234339224278454,1.1114237561874103,1.9089175620121868,0.05627272712085699,0.9946218753242657,1.5048840164099557,0.03270211998540773,1.2004321117231533,0.9959613113784546,1.4468807557008916,0.055176125200250815,1.22 (0.99; 1.5),0.03
logistic,hbp,aa_nn_cmb_ffs_mort,10,581,"hbp    317
dtype: int64",1.3075761198199283,1.1261260510031654,2.2576805907559088,0.02396558015565394,1.035996547547694,1.65034846223233,0.08526405599478015,1.093271970225266,0.8983542566343704,1.33048136862861,0.37342694824403,1.31 (1.04; 1.65),0.09
logistic,hbp,aa_nn_cmb_ffs_mort,11,581,"hbp    317
dtype: int64",1.3139284255605488,1.1262095104439762,2.297047031560802,0.021616086912762716,1.0408782987006815,1.6586068800272629,0.08613901235009813,1.1054452603769909,0.9057510332066196,1.349166800686595,0.32405134117131507,1.31 (1.04; 1.66),0.09
logistic,hbp,aa_nn_cmb_frailty,0,996,"hbp    570
dtype: int64",1.5670274223322296,1.075947874634238,6.136176051252891,8.453147743479574e-10,1.3575846747122842,1.80878216149693,0.031044206223264315,,,,,1.57 (1.36; 1.81),0.03
logistic,hbp,aa_nn_cmb_frailty,1,996,"hbp    570
dtype: int64",1.4328303766719528,1.073386992126915,5.078459962012217,3.8050659591615035e-07,1.2471350502094491,1.6461752782660544,0.020671755182358753,,,,,1.43 (1.25; 1.65),0.02
logistic,hbp,aa_nn_cmb_frailty,2,996,"hbp    570
dtype: int64",1.5142357807838527,1.076981365017608,5.5946487840812225,2.2106882192278182e-08,1.3093827469872632,1.7511380878370377,0.02920117021663815,,,,,1.51 (1.31; 1.75),0.03
logistic,hbp,aa_nn_cmb_frailty,3,993,"hbp    568
dtype: int64",1.4832040832403708,1.0777132871932338,5.267195715077463,1.385235016167745e-07,1.280842524346079,1.7175369420718152,0.031068869943008504,,,,,1.48 (1.28; 1.72),0.03
logistic,hbp,aa_nn_cmb_frailty,4,993,"hbp    568
dtype: int64",1.311629323484132,1.0891793456751793,3.1755534194134967,0.0014955098357079999,1.109424200594812,1.5506886196470868,0.08086216648139422,,,,,1.31 (1.11; 1.55),0.08
logistic,hbp,aa_nn_cmb_frailty,5,993,"hbp    568
dtype: int64",1.3039401652172193,1.0898941024663455,3.0830497067151375,0.0020489092853718575,1.101503233704015,1.5435814461926367,0.08131625677840726,,,,,1.3 (1.1; 1.54),0.08
logistic,hbp,aa_nn_cmb_frailty,6,583,"hbp    318
dtype: int64",1.3157977425463734,1.1033224541356406,2.791154092835634,0.0052520461846858775,1.085160206817423,1.5954544669194874,0.02368954478866303,1.192111039613158,0.9921225924292497,1.432412427266551,0.06071654635681455,1.32 (1.09; 1.6),0.02
logistic,hbp,aa_nn_cmb_frailty,7,583,"hbp    318
dtype: int64",1.3157977425463734,1.1033224541356406,2.791154092835634,0.0052520461846858775,1.085160206817423,1.5954544669194874,0.02368954478866303,1.192111039613158,0.9921225924292497,1.432412427266551,0.06071654635681455,1.32 (1.09; 1.6),0.02
logistic,hbp,aa_nn_cmb_frailty,8,583,"hbp    318
dtype: int64",1.412279323509168,1.1082334000076253,3.3590959669175686,0.0007819790645334883,1.1546357180525508,1.7274131195036668,0.037023013680018924,1.15150219871351,0.9557725832384699,1.3873146571638106,0.13778923429226578,1.41 (1.15; 1.73),0.04
logistic,hbp,aa_nn_cmb_frailty,9,581,"hbp    317
dtype: int64",1.3753953854666872,1.1088057263300812,3.086080545461801,0.0020281387467128713,1.1233432409000994,1.6840021798210916,0.04068934953177583,1.145366107372471,0.9502027434584063,1.380614325678372,0.1544378392393879,1.38 (1.12; 1.68),0.04
logistic,hbp,aa_nn_cmb_frailty,10,581,"hbp    317
dtype: int64",1.207898353882195,1.1216979773107192,1.6446886971583943,0.10003402489451736,0.9644403005414459,1.5128136313799927,0.0821154363662423,1.1208193697149773,0.9236322709469731,1.3601041226507784,0.2479644591270077,1.21 (0.96; 1.51),0.08
logistic,hbp,aa_nn_cmb_frailty,11,581,"hbp    317
dtype: int64",1.218269551679572,1.1224629908521544,1.7089878347682366,0.08745320292520693,0.9714221836841256,1.5278431206098047,0.08303870407287528,1.1333603959977452,0.9317086120584669,1.3786561276687654,0.21044438714984104,1.22 (0.97; 1.53),0.08
logistic,hbp,aa_nn_cmb_ffs_frailty,0,996,"hbp    570
dtype: int64",1.6436109103886671,1.0770994727755312,6.690236373843993,2.228104063071039e-11,1.4209499565907067,1.9011625372298715,0.0373771190647586,,,,,1.64 (1.42; 1.9),0.04
logistic,hbp,aa_nn_cmb_ffs_frailty,1,996,"hbp    570
dtype: int64",1.498253412390645,1.0744197376973605,5.632430859005917,1.776870901458976e-08,1.3016235615018918,1.724587164932747,0.025735631357527988,,,,,1.5 (1.3; 1.72),0.03
logistic,hbp,aa_nn_cmb_ffs_frailty,2,996,"hbp    570
dtype: int64",1.5784124919303049,1.077776249632775,6.093728417119151,1.1031074524876213e-09,1.3629050701311278,1.8279967176598244,0.034320278403832005,,,,,1.58 (1.36; 1.83),0.03
logistic,hbp,aa_nn_cmb_ffs_frailty,3,993,"hbp    568
dtype: int64",1.5466343192747065,1.0784805694933919,5.7718446555988345,7.840838598014922e-09,1.3337568640965967,1.7934885899751891,0.03591917345398843,,,,,1.55 (1.33; 1.79),0.04
logistic,hbp,aa_nn_cmb_ffs_frailty,4,993,"hbp    568
dtype: int64",1.3448693300290724,1.0913548390215944,3.389352648489388,0.0007005784990407867,1.1330997381405938,1.5962173972618354,0.0819166184857798,,,,,1.34 (1.13; 1.6),0.08
logistic,hbp,aa_nn_cmb_ffs_frailty,5,993,"hbp    568
dtype: int64",1.3401556908117094,1.0918769102353618,3.330966461837096,0.0008654502877216032,1.1280704235200365,1.5921144976132862,0.08251929686639814,,,,,1.34 (1.13; 1.59),0.08
logistic,hbp,aa_nn_cmb_ffs_frailty,6,583,"hbp    318
dtype: int64",1.3773340566763537,1.1050530076238183,3.2049173796554244,0.0013510125477189507,1.1324263108894532,1.6752075481101478,0.026992794133041342,1.1610794942998557,0.9634574618016555,1.3992372736027856,0.11667108701165282,1.38 (1.13; 1.68),0.03
logistic,hbp,aa_nn_cmb_ffs_frailty,7,583,"hbp    318
dtype: int64",1.3773340566763537,1.1050530076238183,3.2049173796554244,0.0013510125477189507,1.1324263108894532,1.6752075481101478,0.026992794133041342,1.1610794942998557,0.9634574618016555,1.3992372736027856,0.11667108701165282,1.38 (1.13; 1.68),0.03
logistic,hbp,aa_nn_cmb_ffs_frailty,8,583,"hbp    318
dtype: int64",1.4935217383239094,1.1109815063196269,3.8114992793411124,0.00013812645844443983,1.2151441719095133,1.8356728645135423,0.04145706417755213,1.1149273780335263,0.9224992014848015,1.347494996513765,0.2604039772643387,1.49 (1.22; 1.84),0.04
logistic,hbp,aa_nn_cmb_ffs_frailty,9,581,"hbp    317
dtype: int64",1.4512153085810882,1.111671849116896,3.517698619323859,0.0004353064469915288,1.179286575959001,1.7858474053666502,0.04456691718093253,1.1118173834237262,0.9194877214447498,1.3443767276640661,0.2740476609022663,1.45 (1.18; 1.79),0.04
logistic,hbp,aa_nn_cmb_ffs_frailty,10,581,"hbp    317
dtype: int64",1.2421821494351364,1.1260790036564472,1.8263983800327357,0.0677902757146059,0.9842652988136474,1.5676835241830844,0.08289457714714787,1.105538742639972,0.9082682038182148,1.3456552880965877,0.31706366987077916,1.24 (0.98; 1.57),0.08
logistic,hbp,aa_nn_cmb_ffs_frailty,11,581,"hbp    317
dtype: int64",1.2506788262502466,1.126537668593658,1.8773688162589217,0.060467562378944566,0.9902071404019058,1.5796669834109835,0.08378175046415615,1.1173155942892754,0.9155161964721961,1.3635959058425133,0.2750657768852648,1.25 (0.99; 1.58),0.08
logistic,hbp,aa_GDF15,0,996,"hbp    570
dtype: int64",1.6267187875514744,1.0775269884828511,6.516327310110972,7.204966941745471e-11,1.4052528135082814,1.8830875044943252,0.03562538375733715,,,,,1.63 (1.41; 1.88),0.04
logistic,hbp,aa_GDF15,1,996,"hbp    570
dtype: int64",1.3385434557805624,1.0721478687645185,4.185549058238704,2.8447761708980325e-05,1.1677083317393055,1.534371669973639,0.013844421293904063,,,,,1.34 (1.17; 1.53),0.01
logistic,hbp,aa_GDF15,2,996,"hbp    570
dtype: int64",1.3136619311304283,1.0734651439836431,3.8483765663040934,0.00011890318229570522,1.1432477277817141,1.5094783285944338,0.015195185012463863,,,,,1.31 (1.14; 1.51),0.02
logistic,hbp,aa_GDF15,3,993,"hbp    568
dtype: int64",1.2920706577263736,1.0739495994449948,3.5917448316102445,0.00032847138733432585,1.1234634169782218,1.4859821506674173,0.018603623153562343,,,,,1.29 (1.12; 1.49),0.02
logistic,hbp,aa_GDF15,4,993,"hbp    568
dtype: int64",1.31209874142743,1.0827011474469719,3.4184675418998265,0.0006297482840168484,1.1228737042963643,1.5332117055268195,0.08228035235216469,,,,,1.31 (1.12; 1.53),0.08
logistic,hbp,aa_GDF15,5,993,"hbp    568
dtype: int64",1.314281273081772,1.0827695921861429,3.4366500209387896,0.0005889560868742766,1.1246021358723848,1.5359523245378703,0.08328891489383605,,,,,1.31 (1.12; 1.54),0.08
logistic,hbp,aa_GDF15,6,583,"hbp    318
dtype: int64",1.29032515076213,1.1017291796277728,2.6310053931373396,0.008513268500971434,1.0671708845674286,1.5601428213291133,0.02242250172878013,1.2099640182666724,1.0084833808459124,1.4516976217020288,0.040280093058107216,1.29 (1.07; 1.56),0.02
logistic,hbp,aa_GDF15,7,583,"hbp    318
dtype: int64",1.29032515076213,1.1017291796277728,2.6310053931373396,0.008513268500971434,1.0671708845674286,1.5601428213291133,0.02242250172878013,1.2099640182666724,1.0084833808459124,1.4516976217020288,0.040280093058107216,1.29 (1.07; 1.56),0.02
logistic,hbp,aa_GDF15,8,583,"hbp    318
dtype: int64",1.2328412692092494,1.104308221931794,2.109689466228791,0.03488511241510745,1.0149665201286278,1.4974854489514144,0.027624330392411856,1.2218392756296466,1.0173528654985011,1.4674271495167663,0.032027434749169595,1.23 (1.01; 1.5),0.03
logistic,hbp,aa_GDF15,9,581,"hbp    317
dtype: int64",1.2094784273632537,1.1048856176967121,1.9068152368800861,0.0565445175399971,0.9947128736922336,1.4706133849733354,0.03269529644682445,1.2095568905600318,1.0063878777056643,1.4537415482752276,0.04257729832688685,1.21 (0.99; 1.47),0.03
logistic,hbp,aa_GDF15,10,581,"hbp    317
dtype: int64",1.2230185840872891,1.112112564479435,1.8945921891046307,0.05814645040458666,0.9930775714956083,1.506201025938176,0.08327226231223561,1.1103800583427985,0.9137789795414829,1.3492801887213741,0.29230364230592853,1.22 (0.99; 1.51),0.08
logistic,hbp,aa_GDF15,11,581,"hbp    317
dtype: int64",1.221104055800418,1.1120910216130937,1.8801916939969339,0.06008195720449352,0.9915606416227852,1.5037861049546184,0.08384126370097367,1.1217873792091742,0.919890474642073,1.3679964722350564,0.2563028594990613,1.22 (0.99; 1.5),0.08
logistic,hbp,aa_mortScore,0,583,"hbp    318
dtype: int64",1.4879739615318985,1.0934896946903399,4.4466492309683,8.722008307429733e-06,1.2488777496097552,1.7728448688342602,0.026336735572653147,,,,,1.49 (1.25; 1.77),0.03
logistic,hbp,aa_mortScore,1,583,"hbp    318
dtype: int64",1.3224826609995668,1.0905314007091123,3.22518257728578,0.00125892354674942,1.1158877730962802,1.5673264201037114,0.013456716197511875,,,,,1.32 (1.12; 1.57),0.01
logistic,hbp,aa_mortScore,2,583,"hbp    318
dtype: int64",1.3125211861049093,1.0911574083232036,3.117297698102779,0.0018251716423121867,1.1062374883919912,1.5572712749758137,0.021922996175433473,,,,,1.31 (1.11; 1.56),0.02
logistic,hbp,aa_mortScore,3,581,"hbp    317
dtype: int64",1.2890424450461138,1.0917876939214655,2.8912542475741403,0.0038370755968487194,1.085219851432428,1.5311463598248836,0.02803945273986641,,,,,1.29 (1.09; 1.53),0.03
logistic,hbp,aa_mortScore,4,581,"hbp    317
dtype: int64",1.1786984087932255,1.098579534277803,1.748715818524625,0.08034015431561974,0.9803348002180823,1.4171994491908433,0.07864287082668464,,,,,1.18 (0.98; 1.42),0.08
logistic,hbp,aa_mortScore,5,581,"hbp    317
dtype: int64",1.1908847505627058,1.1004703977858774,1.8247406950054756,0.06804016905600788,0.9871374688121416,1.436685906401038,0.07928572502066811,,,,,1.19 (0.99; 1.44),0.08
linear,max_handgrip,aa_coefs_frailty_cmb_ffs,0,978,,-2.3686973787868513,0.32021543313840345,-7.397199302892604,2.9933814842866365e-13,-2.9970873621955825,-1.74030739537812,0.05308777757724337,,,,,-2.37 (-3.0; -1.74),0.05
linear,max_handgrip,aa_coefs_frailty_cmb_ffs,1,978,,-1.9602671636073805,0.3230317026464137,-6.068342975466602,1.8471402681720819e-09,-2.5941837874158833,-1.3263505397988777,0.0363584965138114,,,,,-1.96 (-2.59; -1.33),0.04
linear,max_handgrip,aa_coefs_frailty_cmb_ffs,2,978,,-0.49884866595407273,0.22616448242237253,-2.205689684830574,0.027638403222434046,-0.9426738587202492,-0.0550234731878963,0.5461160890005532,,,,,-0.5 (-0.94; -0.06),0.55
linear,max_handgrip,aa_coefs_frailty_cmb_ffs,3,975,,-0.3895170654061796,0.22916926643408858,-1.6996915488151143,0.08950923145957153,-0.8392411490860137,0.060207018273654433,0.5503576204606961,,,,,-0.39 (-0.84; 0.06),0.55
linear,max_handgrip,aa_coefs_frailty_cmb_ffs,4,975,,-0.9618105173970765,0.2633688276914465,-3.651952760802426,0.0002741859696595483,-1.4786494969128516,-0.4449715378813013,0.5589710777024088,,,,,-0.96 (-1.48; -0.44),0.56
