type,outcome,variable,model,N,Ncase,Coef,Std Err,t-value,P,LL,UL,R-squared,MH_coef,MH_LL,MH_UL,MH_p,Beta_CI,R2
linear,FI,aa_nn_cmb_mort,11,578,,0.008353974822897637,0.0031666498975285737,2.6381112826579076,0.00856506575801368,0.0021342250448591346,0.01457372460093614,0.1701103721739573,0.004985099914946438,-0.0006335846977360646,0.01060378452762894,0.08193367601761896,0.01 (0.0; 0.01),0.17
linear,FI,aa_nn_cmb_ffs_mort,0,993,,0.019405914864647572,0.002009106527697605,9.658977558988052,3.7211076449443946e-21,0.015463323219320115,0.02334850650997503,0.08604279699256467,,,,,0.02 (0.02; 0.02),0.09
linear,FI,aa_nn_cmb_ffs_mort,1,993,,0.018164950267515165,0.0020207811808858095,8.98907335407417,1.236998412135858e-18,0.014199448741856645,0.022130451793173685,0.0753901664867287,,,,,0.02 (0.01; 0.02),0.08
linear,FI,aa_nn_cmb_ffs_mort,2,993,,0.0217334515444493,0.0021454046317678725,10.130234279647443,5.133017656450248e-23,0.017523388659322136,0.025943514429576462,0.09477177168417394,,,,,0.02 (0.02; 0.03),0.09
linear,FI,aa_nn_cmb_ffs_mort,3,990,,0.020681933470786583,0.002150641738024823,9.616633540173519,5.4794244147377266e-21,0.01646157252471496,0.024902294416858206,0.10950334312270582,,,,,0.02 (0.02; 0.02),0.11
linear,FI,aa_nn_cmb_ffs_mort,4,990,,0.017481645837910932,0.0022352491007238684,7.82089380205975,1.3465004851517604e-14,0.013095242743639737,0.021868048932182128,0.20806377896032657,,,,,0.02 (0.01; 0.02),0.21
linear,FI,aa_nn_cmb_ffs_mort,5,990,,0.017226691813835942,0.002239519666233864,7.692136878085816,3.5097077862434774e-14,0.012831897233985123,0.02162148639368676,0.21137432624036334,,,,,0.02 (0.01; 0.02),0.21
linear,FI,aa_nn_cmb_ffs_mort,6,580,,0.014224712985988468,0.002854940718355738,4.982489792005554,8.308277730376045e-07,0.00861736998766821,0.019832055984308726,0.08726409695056148,0.008729790094627817,0.0031224470963075518,0.014337133092948082,0.002333109450617142,0.01 (0.01; 0.02),0.09
linear,FI,aa_nn_cmb_ffs_mort,7,580,,0.014224712985988468,0.002854940718355738,4.982489792005554,8.308277730376045e-07,0.00861736998766821,0.019832055984308726,0.08726409695056148,0.008729790094627817,0.0031224470963075518,0.014337133092948082,0.002333109450617142,0.01 (0.01; 0.02),0.09
linear,FI,aa_nn_cmb_ffs_mort,8,580,,0.017106674407323552,0.0031019469387421686,5.514818514033082,5.2780275051973483e-08,0.011014168244404175,0.02319918057024293,0.09576773572243491,0.007898920659697698,0.0022690628695243437,0.013528778449871052,0.0060420411659822225,0.02 (0.01; 0.02),0.1
linear,FI,aa_nn_cmb_ffs_mort,9,578,,0.016333494083878658,0.003081719889248196,5.300122876470551,1.6537997418991204e-07,0.010280648960552974,0.022386339207204342,0.11507778119396361,0.007430389020295732,0.0018416895273505604,0.013019088513240903,0.009254455318361691,0.02 (0.01; 0.02),0.12
linear,FI,aa_nn_cmb_ffs_mort,10,578,,0.014753029311170148,0.003153684310354985,4.6780298404406615,3.619880093618282e-06,0.008558792032669576,0.02094726658967072,0.18970412651401636,0.003436315198416558,-0.002046213424634199,0.008918843821467315,0.21880461491501219,0.01 (0.01; 0.02),0.19
linear,FI,aa_nn_cmb_ffs_mort,11,578,,0.014639631058757773,0.003161649410681661,4.630377741851341,4.526456683121038e-06,0.008429702946505704,0.020849559171009842,0.19046371907762671,0.0032114649231708794,-0.0023356099691154556,0.008758539815457215,0.2559605039158523,0.01 (0.01; 0.02),0.19
linear,FI,aa_nn_cmb_frailty,0,993,,0.031044818068296256,0.0018557977064502784,16.72855719154755,1.6126112502386451e-55,0.027403073625181306,0.03468656251141121,0.22020365042999523,,,,,0.03 (0.03; 0.03),0.22
linear,FI,aa_nn_cmb_frailty,1,993,,0.02851877008924754,0.0018962626535031024,15.03946198411004,3.369574848309557e-46,0.02479761882524992,0.03223992135324515,0.18582659112975042,,,,,0.03 (0.02; 0.03),0.19
linear,FI,aa_nn_cmb_frailty,2,993,,0.029240785851915935,0.0019310048854000452,15.142781912671412,9.5280183377031e-47,0.02545145311782796,0.03303011858600391,0.188822407016764,,,,,0.03 (0.03; 0.03),0.19
linear,FI,aa_nn_cmb_frailty,3,990,,0.028430072809059972,0.001949341675411333,14.584448261519318,9.000950290939138e-44,0.024604737639562363,0.03225540797855758,0.19881738351514044,,,,,0.03 (0.02; 0.03),0.2
linear,FI,aa_nn_cmb_frailty,4,990,,0.02215806281105516,0.0021761664983526367,10.182154181598175,3.216754263178021e-23,0.017887602100912354,0.026428523521197966,0.23901519156847306,,,,,0.02 (0.02; 0.03),0.24
linear,FI,aa_nn_cmb_frailty,5,990,,0.021887536606892972,0.002193020964324388,9.980541437111134,2.0758678238838524e-22,0.01758399027379924,0.026191082939986704,0.2408616195294303,,,,,0.02 (0.02; 0.03),0.24
linear,FI,aa_nn_cmb_frailty,6,580,,0.025313508999866688,0.0027178681011656458,9.313737112191047,2.569879768817996e-19,0.019975388117200364,0.03065162988253301,0.17241275933842348,0.004310575980668915,-0.0010275449019974013,0.009648696863335231,0.11328405688960728,0.03 (0.02; 0.03),0.17
linear,FI,aa_nn_cmb_frailty,7,580,,0.025313508999866688,0.0027178681011656458,9.313737112191047,2.569879768817996e-19,0.019975388117200364,0.03065162988253301,0.17241275933842348,0.004310575980668915,-0.0010275449019974013,0.009648696863335231,0.11328405688960728,0.03 (0.02; 0.03),0.17
linear,FI,aa_nn_cmb_frailty,8,580,,0.02621589668620076,0.002765577737964457,9.479356275660649,6.599235660577091e-20,0.020784050253839337,0.03164774311856218,0.17649372534872243,0.0037425943500185173,-0.001627735246175732,0.009112923946212766,0.1716018345279056,0.03 (0.02; 0.03),0.18
linear,FI,aa_nn_cmb_frailty,9,578,,0.025523383890128797,0.0027659745537104113,9.22762787383221,5.286758588100806e-19,0.020090698185279317,0.030956069594978278,0.19179554291987755,0.0034343092993407553,-0.0019008750281653284,0.008769493626846838,0.20662988724504183,0.03 (0.02; 0.03),0.19
linear,FI,aa_nn_cmb_frailty,10,578,,0.020624602059887625,0.002996879199101127,6.882026498123011,1.557286380942674e-11,0.014738349972675507,0.026510854147099742,0.22309067420481987,0.0022208906410693596,-0.0030858945066874295,0.007527675788826149,0.4114270241251048,0.02 (0.01; 0.03),0.22
linear,FI,aa_nn_cmb_frailty,11,578,,0.02060398860953664,0.0030182159911517027,6.826545439405246,2.2358557208940745e-11,0.01467578408787822,0.02653219313119506,0.2235516790264701,0.002207816157199386,-0.0031495399449511215,0.007565172259349893,0.41859981645393673,0.02 (0.01; 0.03),0.22
linear,FI,aa_nn_cmb_ffs_frailty,0,993,,0.03133298461964751,0.0018509042884504634,16.928473727768385,1.1673493397103674e-56,0.02770084282759023,0.03496512641170479,0.22431060517572465,,,,,0.03 (0.03; 0.03),0.22
linear,FI,aa_nn_cmb_ffs_frailty,1,993,,0.0287771397025794,0.0018923197635015636,15.207334541245794,4.2449106771868744e-47,0.0250637258108735,0.0324905535942853,0.1892088849428113,,,,,0.03 (0.03; 0.03),0.19
linear,FI,aa_nn_cmb_ffs_frailty,2,993,,0.02932410724876607,0.0019205368611506953,15.268703164174857,2.0044894019779035e-47,0.025555316579200665,0.033092897918331476,0.19136208595187565,,,,,0.03 (0.03; 0.03),0.19
linear,FI,aa_nn_cmb_ffs_frailty,3,990,,0.02851731262297685,0.0019373938260784111,14.719419582698043,1.7609481081571033e-44,0.024715423588566585,0.032319201657387116,0.20145222579047717,,,,,0.03 (0.02; 0.03),0.2
linear,FI,aa_nn_cmb_ffs_frailty,4,990,,0.021895188160857223,0.0022036659188173135,9.935801962489922,3.109632139087217e-22,0.01757076319993903,0.026219613121775415,0.23553181762228959,,,,,0.02 (0.02; 0.03),0.24
linear,FI,aa_nn_cmb_ffs_frailty,5,990,,0.021704269302194747,0.0022126196858244028,9.80930859525817,9.840341797992074e-22,0.01736226277769528,0.026046275826694214,0.23847577515288199,,,,,0.02 (0.02; 0.03),0.24
linear,FI,aa_nn_cmb_ffs_frailty,6,580,,0.024598879008818443,0.0027772673863272904,8.857223877657836,1.0098607326633709e-17,0.019144092948617995,0.03005366506901889,0.1619389367783164,0.003842523567994153,-0.0016122624922062945,0.0092973096281946,0.1670274170154011,0.02 (0.02; 0.03),0.16
linear,FI,aa_nn_cmb_ffs_frailty,7,580,,0.024598879008818443,0.0027772673863272904,8.857223877657836,1.0098607326633709e-17,0.019144092948617995,0.03005366506901889,0.1619389367783164,0.003842523567994153,-0.0016122624922062945,0.0092973096281946,0.1670274170154011,0.02 (0.02; 0.03),0.16
linear,FI,aa_nn_cmb_ffs_frailty,8,580,,0.025532727620063998,0.0028297707498429916,9.022896155626977,2.718093560645337e-18,0.01997480026877979,0.031090654971348206,0.165914440890641,0.003235835097952691,-0.002258012675682358,0.00872968287158774,0.24781936542027863,0.03 (0.02; 0.03),0.17
linear,FI,aa_nn_cmb_ffs_frailty,9,578,,0.02473215003284744,0.002836813692090867,8.718284920085347,3.0508013500252747e-17,0.01916032827777396,0.030303971787920922,0.18041280550588668,0.0029974650736148923,-0.0024629084347335857,0.00845783858196337,0.28139946030337554,0.02 (0.02; 0.03),0.18
linear,FI,aa_nn_cmb_ffs_frailty,10,578,,0.018898831149288225,0.003119488181303127,6.058311508458249,2.497662774392189e-09,0.012771759419558004,0.025025902879018447,0.20946363689233294,0.0021358086435414696,-0.003289716658968932,0.007561333946051871,0.43972575189495,0.02 (0.01; 0.03),0.21
linear,FI,aa_nn_cmb_ffs_frailty,11,578,,0.018779045821943598,0.003132673451571236,5.994574957222147,3.624998282580331e-09,0.01262603060536281,0.024932061038524383,0.20986059643726462,0.002006218474808915,-0.003477109580940765,0.007489546530558595,0.4726623694522092,0.02 (0.01; 0.02),0.21
linear,FI,aa_GDF15,0,993,,0.022629768895095916,0.0019747813555911486,11.459379455363411,1.2263738850238937e-28,0.018754535617732365,0.026505002172459467,0.11700556378649729,,,,,0.02 (0.02; 0.03),0.12
linear,FI,aa_GDF15,1,993,,0.01713318124311113,0.0020298538992190125,8.440598236997811,1.1093559395599823e-16,0.013149875771764429,0.02111648671445783,0.06706907152512498,,,,,0.02 (0.01; 0.02),0.07
linear,FI,aa_GDF15,2,993,,0.01832361023923652,0.002067005996458653,8.864807489978201,3.502394850784113e-18,0.014267393943173532,0.022379826535299508,0.07440949339562275,,,,,0.02 (0.01; 0.02),0.07
linear,FI,aa_GDF15,3,990,,0.017302046897168216,0.0020691390444688867,8.361954670672874,2.0853186640476605e-16,0.013241624623726942,0.02136246917060949,0.09047992705843233,,,,,0.02 (0.01; 0.02),0.09
linear,FI,aa_GDF15,4,990,,0.013277365358634307,0.002042792346596224,6.499615773848745,1.277683341402076e-10,0.00926863511592382,0.017286095601344795,0.19346246848820614,,,,,0.01 (0.01; 0.02),0.19
linear,FI,aa_GDF15,5,990,,0.013342970298747191,0.0020390649939873965,6.543670916862234,9.65015506919028e-11,0.009341544493628333,0.01734439610386605,0.19879307833491944,,,,,0.01 (0.01; 0.02),0.2
linear,FI,aa_GDF15,6,580,,0.014594582471426209,0.0028339055340630883,5.149989050799921,3.5798842353428026e-07,0.009028554339156725,0.020160610603695693,0.08983082788448338,0.008769803193294378,0.0032037750610249003,0.014335831325563857,0.0020662538762154345,0.01 (0.01; 0.02),0.09
linear,FI,aa_GDF15,7,580,,0.014594582471426209,0.0028339055340630883,5.149989050799921,3.5798842353428026e-07,0.009028554339156725,0.020160610603695693,0.08983082788448338,0.008769803193294378,0.0032037750610249003,0.014335831325563857,0.0020662538762154345,0.01 (0.01; 0.02),0.09
linear,FI,aa_GDF15,8,580,,0.015529257844691726,0.002911958344965715,5.332925820020466,1.3903084201047365e-07,0.009809906574917232,0.02124860911446622,0.09281597310509693,0.008587570660318213,0.0030197627471788757,0.014155378573457549,0.0025607649741254917,0.02 (0.01; 0.02),0.09
linear,FI,aa_GDF15,9,578,,0.014621307573794432,0.002901357446946246,5.039471296163021,6.268134168455873e-07,0.008922714611129852,0.02031990053645901,0.11109230630990141,0.008169922378549473,0.0026377486069428515,0.013702096150156093,0.0038673749680254105,0.01 (0.01; 0.02),0.11
linear,FI,aa_GDF15,10,578,,0.012862073770418378,0.002825026164189662,4.552904299952836,6.4703273708359534e-06,0.007313362911342769,0.018410784629493988,0.18812246904030372,0.003663209639745808,-0.001808392636169282,0.009134811915660897,0.18904678874907482,0.01 (0.01; 0.02),0.19
linear,FI,aa_GDF15,11,578,,0.012913538142835334,0.0028285563039220866,4.565416684451137,6.11319935774725e-06,0.00735785216150242,0.018469224124168248,0.18964385434484243,0.0032632763169519125,-0.002287329371981766,0.008813882005885591,0.2486793221857344,0.01 (0.01; 0.02),0.19
linear,FI,aa_mortScore,0,580,,0.018030081134239265,0.0026321300927996823,6.84999620024915,1.8950727140341504e-11,0.012860375690366948,0.023199786578111583,0.0750852335323291,,,,,0.02 (0.01; 0.02),0.08
linear,FI,aa_mortScore,1,580,,0.01441497229191055,0.002670400129623157,5.398057067179955,9.847042262814207e-08,0.009170101559572923,0.019659843024248176,0.04799398347961037,,,,,0.01 (0.01; 0.02),0.05
linear,FI,aa_mortScore,2,580,,0.014432341587866309,0.0026758130773051215,5.393628467651217,1.0087420325664721e-07,0.009176820298975201,0.019687862876757417,0.04802360774197301,,,,,0.01 (0.01; 0.02),0.05
linear,FI,aa_mortScore,3,578,,0.013550897704620415,0.0026612018643863327,5.092021723705361,4.811062026929718e-07,0.008324016642099695,0.018777778767141137,0.07169450415647105,,,,,0.01 (0.01; 0.02),0.07
linear,FI,aa_mortScore,4,578,,0.007754756015662235,0.002681923241478157,2.8914906645084137,0.003979904283029949,0.002487137066866569,0.013022374964457902,0.15864898629195423,,,,,0.01 (0.0; 0.01),0.16
linear,FI,aa_mortScore,5,578,,0.007425761291473782,0.002721012119451716,2.7290438136563955,0.00654795389204537,0.002081327335897466,0.012770195247050097,0.15995971189922675,,,,,0.01 (0.0; 0.01),0.16
logistic,hbp,aa_coefs_frailty_cmb_ffs,0,996,"hbp    570
dtype: int64",1.6048220800638169,1.0732652171573533,6.689892352944132,2.2333482039212457e-11,1.3971472154874576,1.8433661679394273,0.03603796539024029,,,,,1.6 (1.4; 1.84),0.04
logistic,hbp,aa_coefs_frailty_cmb_ffs,1,996,"hbp    570
dtype: int64",1.4577822137776038,1.071066977300022,5.48997823525926,4.0198327388894963e-08,1.2742455545333227,1.6677546766758264,0.023620410015721238,,,,,1.46 (1.27; 1.67),0.02
logistic,hbp,aa_coefs_frailty_cmb_ffs,2,996,"hbp    570
dtype: int64",1.5406895535942957,1.0743683739045282,6.025546145232445,1.6853952089923281e-09,1.3386158327905446,1.7732677609275003,0.03255338616649417,,,,,1.54 (1.34; 1.77),0.03
logistic,hbp,aa_coefs_frailty_cmb_ffs,3,993,"hbp    568
dtype: int64",1.507953473840193,1.0752921855644544,5.658350926232755,1.5283438517476005e-08,1.3079681169637618,1.7385161379508656,0.033933740966864745,,,,,1.51 (1.31; 1.74),0.03
logistic,hbp,aa_coefs_frailty_cmb_ffs,4,993,"hbp    568
dtype: int64",1.321637504348625,1.0884888493976883,3.28895300310967,0.0010056081355063742,1.1192798127792838,1.5605800023888283,0.08127635491974416,,,,,1.32 (1.12; 1.56),0.08
logistic,hbp,aa_coefs_frailty_cmb_ffs,5,993,"hbp    568
dtype: int64",1.316537991009918,1.0889127885051777,3.2285318447766644,0.0012442740459745953,1.1141104699633284,1.5557454386273586,0.08188094509874844,,,,,1.32 (1.11; 1.56),0.08
logistic,hbp,aa_coefs_frailty_cmb_ffs,6,583,"hbp    318
dtype: int64",1.2719310634587349,1.0999211594469511,2.5256199744696417,0.011549433888979506,1.05534975177984,1.5329596917636497,0.02157315810971039,1.1981565195573238,0.9950832501519722,1.4426723041901002,0.056398198897728964,1.27 (1.06; 1.53),0.02
logistic,hbp,aa_coefs_frailty_cmb_ffs,7,583,"hbp    318
dtype: int64",1.2719310634587349,1.0999211594469511,2.5256199744696417,0.011549433888979506,1.05534975177984,1.5329596917636497,0.02157315810971039,1.1981565195573238,0.9950832501519722,1.4426723041901002,0.056398198897728964,1.27 (1.06; 1.53),0.02
logistic,hbp,aa_coefs_frailty_cmb_ffs,8,583,"hbp    318
dtype: int64",1.3764090573696308,1.105068227242546,3.197751194734974,0.001385037240880557,1.131635240710675,1.6741276915513827,0.035104820774855994,1.1504905852055165,0.95280809017261,1.3891869730102144,0.14500545715268673,1.38 (1.13; 1.67),0.04
logistic,hbp,aa_coefs_frailty_cmb_ffs,9,581,"hbp    317
dtype: int64",1.3336955539494233,1.1061540614373049,2.854158137017643,0.004315104595946535,1.094409034716975,1.625300755201148,0.03850403829766236,1.1482701644423061,0.95053468227113,1.3871396753225103,0.15161715625049937,1.33 (1.09; 1.63),0.04
logistic,hbp,aa_coefs_frailty_cmb_ffs,10,581,"hbp    317
dtype: int64",1.1328266032884955,1.1216685015420025,1.0862118954432662,0.27738525566208383,0.9045462296607851,1.418718105319394,0.08012339074177233,1.1364039853492955,0.9344935047964108,1.3819400683786558,0.2001400902759919,1.13 (0.9; 1.42),0.08
logistic,hbp,aa_coefs_frailty_cmb_ffs,11,581,"hbp    317
dtype: int64",1.138074278134626,1.122043491841115,1.1231944585621079,0.2613549155638155,0.9081412744180499,1.4262241999535163,0.08086924419547648,1.1482169702077538,0.9418070169605733,1.3998645018889957,0.17163261011588415,1.14 (0.91; 1.43),0.08
logistic,hbp,aa_coefs_frailty_cmb,0,996,"hbp    570
dtype: int64",1.5592184239764237,1.0729511409896682,6.308283155452937,2.821476795855596e-10,1.358223890266311,1.7899568039484546,0.031886558552853494,,,,,1.56 (1.36; 1.79),0.03
logistic,hbp,aa_coefs_frailty_cmb,1,996,"hbp    570
dtype: int64",1.4208908646838927,1.0708552256062436,5.131410043919801,2.875796565799909e-07,1.2424802744473582,1.6249198404700136,0.020560201334818173,,,,,1.42 (1.24; 1.62),0.02
logistic,hbp,aa_coefs_frailty_cmb,2,996,"hbp    570
dtype: int64",1.4976606708158946,1.074081307985255,5.65172304635597,1.5884738834264103e-08,1.3019122455962215,1.7228407617300814,0.02896546216593532,,,,,1.5 (1.3; 1.72),0.03
logistic,hbp,aa_coefs_frailty_cmb,3,993,"hbp    568
dtype: int64",1.465737356203336,1.0748850621083907,5.294815738757057,1.1913647746988456e-07,1.2722946830624036,1.6885915079034965,0.030689410878024792,,,,,1.47 (1.27; 1.69),0.03
logistic,hbp,aa_coefs_frailty_cmb,4,993,"hbp    568
dtype: int64",1.3138646279523463,1.0881913974837818,3.2297967408935646,0.001238782534468267,1.11329325399263,1.5505710237563202,0.08100906776668193,,,,,1.31 (1.11; 1.55),0.08
logistic,hbp,aa_coefs_frailty_cmb,5,993,"hbp    568
dtype: int64",1.3076975276852578,1.0888434526676636,3.151789618518436,0.0016227314550596005,1.1067674134850318,1.5451058669403652,0.08153150459807856,,,,,1.31 (1.11; 1.55),0.08
logistic,hbp,aa_coefs_frailty_cmb,6,583,"hbp    318
dtype: int64",1.2511665038074657,1.100324632593078,2.343765674478957,0.019090160841149905,1.0373749742647367,1.5090181073235573,0.02044486166557624,1.2046711114650575,1.0002593169959835,1.450856255112777,0.04968139867513569,1.25 (1.04; 1.51),0.02
logistic,hbp,aa_coefs_frailty_cmb,7,583,"hbp    318
dtype: int64",1.2511665038074657,1.100324632593078,2.343765674478957,0.019090160841149905,1.0373749742647367,1.5090181073235573,0.02044486166557624,1.2046711114650575,1.0002593169959835,1.450856255112777,0.04968139867513569,1.25 (1.04; 1.51),0.02
logistic,hbp,aa_coefs_frailty_cmb,8,583,"hbp    318
dtype: int64",1.337648019611293,1.1045177032689475,2.92643050008811,0.0034287610646438847,1.1008418987324018,1.625394369918479,0.032940104882238086,1.1620280898820683,0.9623295853319671,1.403167170849437,0.11855949352704363,1.34 (1.1; 1.63),0.03
logistic,hbp,aa_coefs_frailty_cmb,9,581,"hbp    317
dtype: int64",1.2998847351921685,1.1054631398740482,2.615840239915163,0.008900819286903661,1.06797146814913,1.5821586766863576,0.036819041455894985,1.157914942982058,0.9584127838081509,1.3989452538954548,0.1285863227286617,1.3 (1.07; 1.58),0.04
logistic,hbp,aa_coefs_frailty_cmb,10,581,"hbp    317
dtype: int64",1.140832495405013,1.1214575318405868,1.149430049279171,0.25037869525969325,0.9112747256758523,1.4282177985423274,0.08030474497997941,1.134255198417824,0.9329715486709009,1.3789647250986783,0.20627068977835084,1.14 (0.91; 1.43),0.08
logistic,hbp,aa_coefs_frailty_cmb,11,581,"hbp    317
dtype: int64",1.1493027714169592,1.122085543303366,1.2080616831235962,0.22702353686255883,0.9170338360371498,1.4404014426499225,0.08112195073829542,1.145808713068897,0.9402875486866903,1.3962511880310569,0.17717225061707276,1.15 (0.92; 1.44),0.08
logistic,hbp,aa_coefs_mort_cmb,0,996,"hbp    570
dtype: int64",1.3451347690067632,1.0704949061704405,4.352459600483752,1.3461868409078278e-05,1.1770123993562165,1.537271440624201,0.01470425781889717,,,,,1.35 (1.18; 1.54),0.01
logistic,hbp,aa_coefs_mort_cmb,1,996,"hbp    570
dtype: int64",1.2862119441381188,1.0694415375090744,3.749094809111342,0.00017747398773866363,1.1276277988567411,1.4670986001948807,0.010769196113150525,,,,,1.29 (1.13; 1.47),0.01
logistic,hbp,aa_coefs_mort_cmb,2,996,"hbp    570
dtype: int64",1.2565685514806963,1.0736704050815264,3.2129261524266175,0.0013139006778878565,1.0931510414591858,1.4444156980014624,0.01145545837234796,,,,,1.26 (1.09; 1.44),0.01
logistic,hbp,aa_coefs_mort_cmb,3,993,"hbp    568
dtype: int64",1.2341793447170426,1.0744275018239455,2.9309405280498195,0.003379374704215487,1.072191225192071,1.4206408513120636,0.015057587540673434,,,,,1.23 (1.07; 1.42),0.02
logistic,hbp,aa_coefs_mort_cmb,4,993,"hbp    568
dtype: int64",1.3642937861213518,1.088173798849142,3.6761384260164274,0.00023679106929806122,1.1560606633801178,1.6100344850478925,0.0835394422516661,,,,,1.36 (1.16; 1.61),0.08
logistic,hbp,aa_coefs_mort_cmb,5,993,"hbp    568
dtype: int64",1.3590303593539927,1.0886729510424464,3.610797525498903,0.0003052569030911656,1.1505659555495367,1.6052652251158348,0.084064941403723,,,,,1.36 (1.15; 1.61),0.08
logistic,hbp,aa_coefs_mort_cmb,6,583,"hbp    318
dtype: int64",1.2260722048067212,1.0999795156829761,2.1388645090560163,0.03244664313002871,1.0171938511028265,1.477843234866009,0.01924867718729939,1.2174488430834345,1.0112176300339621,1.4657395613992743,0.037731207286768396,1.23 (1.02; 1.48),0.02
logistic,hbp,aa_coefs_mort_cmb,7,583,"hbp    318
dtype: int64",1.2260722048067212,1.0999795156829761,2.1388645090560163,0.03244664313002871,1.0171938511028265,1.477843234866009,0.01924867718729939,1.2174488430834345,1.0112176300339621,1.4657395613992743,0.037731207286768396,1.23 (1.02; 1.48),0.02
logistic,hbp,aa_coefs_mort_cmb,8,583,"hbp    318
dtype: int64",1.1402186698943826,1.1073916212339132,1.2863783624568628,0.1983110460968387,0.9335967394021902,1.3925697898304643,0.02399875656599426,1.2459627651731175,1.032396514645578,1.5037083041013446,0.021887894614183296,1.14 (0.93; 1.39),0.02
logistic,hbp,aa_coefs_mort_cmb,9,581,"hbp    317
dtype: int64",1.126398726659896,1.1079345315346192,1.1612534601436522,0.24553883983188918,0.921395572584094,1.3770134447929927,0.02973418230490288,1.230376021518562,1.0186566242900086,1.486099553304297,0.03141143279867517,1.13 (0.92; 1.38),0.03
logistic,hbp,aa_coefs_mort_cmb,10,581,"hbp    317
dtype: int64",1.248775897175635,1.122615166846767,1.9208196039586214,0.0547544540978945,0.9954827579528902,1.566517580448752,0.08333376551996241,1.0980841474731997,0.9009129507923676,1.338407660664033,0.3541312428909018,1.25 (1.0; 1.57),0.08
logistic,hbp,aa_coefs_mort_cmb,11,581,"hbp    317
dtype: int64",1.2609334032702253,1.1235012847492851,1.991003265159506,0.04648052828195756,1.0036210631329654,1.5842164995215795,0.08433182920268445,1.11033863933396,0.9089381028442857,1.3563650705588204,0.30538012997164155,1.26 (1.0; 1.58),0.08
logistic,hbp,aa_coefs_mort_cmb_ffs,0,996,"hbp    570
dtype: int64",1.393719667084484,1.0704924419005653,4.873490800075803,1.0964337610708024e-06,1.2195303909400645,1.592788933222698,0.018455488054093028,,,,,1.39 (1.22; 1.59),0.02
logistic,hbp,aa_coefs_mort_cmb_ffs,1,996,"hbp    570
dtype: int64",1.3185328110285464,1.0693322746549023,4.125039755828272,3.706707231299051e-05,1.1561951602510139,1.5036637702076177,0.013030417573407282,,,,,1.32 (1.16; 1.5),0.01
logistic,hbp,aa_coefs_mort_cmb_ffs,2,996,"hbp    570
dtype: int64",1.2969467024636547,1.0756898927601095,3.56366382792631,0.00036571426660857344,1.1241301033542848,1.4963310243291474,0.013265557763726066,,,,,1.3 (1.12; 1.5),0.01
logistic,hbp,aa_coefs_mort_cmb_ffs,3,993,"hbp    568
dtype: int64",1.2738281326480705,1.0764178250758663,3.286677324909193,0.001013769243022709,1.1026291288684145,1.4716082398357468,0.016741801862812267,,,,,1.27 (1.1; 1.47),0.02
logistic,hbp,aa_coefs_mort_cmb_ffs,4,993,"hbp    568
dtype: int64",1.3217997314379253,1.0889555824007928,3.2738480717001055,0.001060936367954638,1.118477025282291,1.562083521195627,0.08127475167243758,,,,,1.32 (1.12; 1.56),0.08
logistic,hbp,aa_coefs_mort_cmb_ffs,5,993,"hbp    568
dtype: int64",1.3161362951125135,1.0892398742161913,3.2136184658442466,0.0013107371490164105,1.1131151184557349,1.5561865242794095,0.08187487480669231,,,,,1.32 (1.11; 1.56),0.08
logistic,hbp,aa_coefs_mort_cmb_ffs,6,583,"hbp    318
dtype: int64",1.2665344413866102,1.0992755515136026,2.4963650920604725,0.01254733862819147,1.0520820456853122,1.5246999963520882,0.021360810275125708,1.2062407929586416,1.0030248957617685,1.450628849538624,0.04636542946139958,1.27 (1.05; 1.52),0.02
logistic,hbp,aa_coefs_mort_cmb_ffs,7,583,"hbp    318
dtype: int64",1.2665344413866102,1.0992755515136026,2.4963650920604725,0.01254733862819147,1.0520820456853122,1.5246999963520882,0.021360810275125708,1.2062407929586416,1.0030248957617685,1.450628849538624,0.04636542946139958,1.27 (1.05; 1.52),0.02
logistic,hbp,aa_coefs_mort_cmb_ffs,8,583,"hbp    318
dtype: int64",1.1726353031578394,1.1107978768399176,1.5155670590371149,0.12962886178301863,0.954376919971687,1.4408076363087983,0.024806733956808102,1.2360913956609405,1.0248232973980522,1.4909125722515173,0.026666359157000243,1.17 (0.95; 1.44),0.02
logistic,hbp,aa_coefs_mort_cmb_ffs,9,581,"hbp    317
dtype: int64",1.1534618218693642,1.1114048897153366,1.3516483850797592,0.17648782402559848,0.9377674675762131,1.4187676801680735,0.03033714898913875,1.2226167788264015,1.012918572316777,1.4757274954974067,0.036289398157651774,1.15 (0.94; 1.42),0.03
logistic,hbp,aa_coefs_mort_cmb_ffs,10,581,"hbp    317
dtype: int64",1.1875736257443412,1.124219217688553,1.4682216025109296,0.1420440381403082,0.9440487155669905,1.4939177325362107,0.08136830339833057,1.1205709402745894,0.9207037393621665,1.3638254940267438,0.25607203859677496,1.19 (0.94; 1.49),0.08
logistic,hbp,aa_coefs_mort_cmb_ffs,11,581,"hbp    317
dtype: int64",1.1928282302018758,1.124398463309242,1.5038794738485328,0.13261240305481867,0.9479295584655156,1.5009967502962933,0.08214550077253091,1.1325548168729627,0.9280780682171672,1.3820824531347584,0.2204767111827467,1.19 (0.95; 1.5),0.08
