type,outcome,variable,model,N,Ncase,Coef,Std Err,t-value,P,LL,UL,R-squared,MH_coef,MH_LL,MH_UL,MH_p,Beta_CI,R2
linear,FI_0,aa_nn_allprot_mort,10,2125,,0.020076755230389227,0.0018628710666603787,10.777318725756684,2.1029124618041174e-26,0.016423507345865583,0.02373000311491287,0.14095850521420905,0.0032506956018995537,-0.0002055093588483603,0.006706900562647468,0.06525326877495712,0.02 (0.02; 0.02),0.14
linear,FI_0,aa_nn_allprot_mort,11,2075,,0.019592274049662517,0.001904915592656529,10.285114009875794,3.123495591241327e-24,0.015856519527173533,0.0233280285721515,0.14160262209277552,0.0031468722087679203,-0.00035593657029975214,0.006649680987835593,0.07824502924864067,0.02 (0.02; 0.02),0.14
linear,FI_0,aa_nn_cmb_mort,0,2160,,0.021001658737677783,0.00159695275197268,13.151083344034381,4.682076807933754e-38,0.017869932373795423,0.024133385101560142,0.07419761017373872,,,,,0.02 (0.02; 0.02),0.07
linear,FI_0,aa_nn_cmb_mort,1,2160,,0.02172684526981512,0.0015924507413874755,13.643652959013906,1.0233674499472026e-40,0.01860394763628984,0.0248497429033404,0.07941015905459214,,,,,0.02 (0.02; 0.02),0.08
linear,FI_0,aa_nn_cmb_mort,2,2160,,0.023426118561299007,0.0016054079032491876,14.592004009626992,4.592013913184014e-46,0.020277810286545954,0.02657442683605206,0.09431596422036737,,,,,0.02 (0.02; 0.03),0.09
linear,FI_0,aa_nn_cmb_mort,3,2136,,0.022540863944142692,0.0016184342993515433,13.927574293979138,2.886897621961056e-42,0.019366989172748858,0.025714738715536527,0.10977857646347589,,,,,0.02 (0.02; 0.03),0.11
linear,FI_0,aa_nn_cmb_mort,4,2125,,0.020908971431812147,0.001668194140086264,12.53389574353194,8.099035775889315e-35,0.017637502365675857,0.024180440497948437,0.14094296233609216,,,,,0.02 (0.02; 0.02),0.14
linear,FI_0,aa_nn_cmb_mort,5,2075,,0.020125784158448082,0.0017173473129462175,11.719111216892424,9.339461845077515e-31,0.016757873162098442,0.02349369515479772,0.14035824546158893,,,,,0.02 (0.02; 0.02),0.14
linear,FI_0,aa_nn_cmb_mort,6,2160,,0.01902575800087981,0.0016746253848694515,11.361202435351235,4.302276160129338e-29,0.015741709787571827,0.022309806214187794,0.08981226532028264,0.008314533670822443,0.005030485457514458,0.011598581884130429,7.408419346083979e-07,0.02 (0.02; 0.02),0.09
linear,FI_0,aa_nn_cmb_mort,7,2160,,0.01902575800087981,0.0016746253848694515,11.361202435351235,4.302276160129338e-29,0.015741709787571827,0.022309806214187794,0.08981226532028264,0.008314533670822443,0.005030485457514458,0.011598581884130429,7.408419346083979e-07,0.02 (0.02; 0.02),0.09
linear,FI_0,aa_nn_cmb_mort,8,2160,,0.021270172986699035,0.0017371171964918528,12.244523875334737,2.2452962834166216e-33,0.017863573419683167,0.024676772553714903,0.09862185902304654,0.005661807879722465,0.0022020594504466714,0.009121556308998257,0.00135039716486509,0.02 (0.02; 0.02),0.1
linear,FI_0,aa_nn_cmb_mort,9,2136,,0.020510110980555406,0.0017438884686141263,11.761136878698931,5.493930413628346e-31,0.017090209973627007,0.023930011987483804,0.11374624869760253,0.005436737316013912,0.0019848818468942778,0.008888592785133546,0.0020360414059149186,0.02 (0.02; 0.02),0.11
linear,FI_0,aa_nn_cmb_mort,10,2125,,0.019611945642259876,0.001787556714170206,10.971369739932337,2.8030586810565332e-27,0.016106395579573277,0.023117495704946475,0.14257819211529144,0.0035127017677992183,8.516190578945542e-05,0.006940241629808981,0.04457785577444176,0.02 (0.02; 0.02),0.14
linear,FI_0,aa_nn_cmb_mort,11,2075,,0.018880642983982746,0.0018271769023196665,10.333232080601004,1.9402363219928325e-24,0.01529734280913932,0.02246394315882617,0.14199457647203895,0.003517495057342227,4.229054472372094e-05,0.006992699569960733,0.047278959159476185,0.02 (0.02; 0.02),0.14
linear,FI_0,aa_nn_cmb_ffs_mort,0,2160,,0.021486656740630033,0.0015939601905883847,13.480046030947975,7.993586755664961e-40,0.018360798980794447,0.02461251450046562,0.07766411801032302,,,,,0.02 (0.02; 0.02),0.08
linear,FI_0,aa_nn_cmb_ffs_mort,1,2160,,0.021402276231612408,0.0015944861555685845,13.422679248024252,1.635435786056374e-39,0.018275387020850714,0.0245291654423741,0.07705532437219786,,,,,0.02 (0.02; 0.02),0.08
linear,FI_0,aa_nn_cmb_ffs_mort,2,2160,,0.023697676105422158,0.001618063049759834,14.645706240519836,2.2405373531267162e-46,0.02052455027346321,0.026870801937381106,0.09491560322042081,,,,,0.02 (0.02; 0.03),0.09
linear,FI_0,aa_nn_cmb_ffs_mort,3,2136,,0.02297863841137227,0.0016219307219358906,14.16745986779609,1.3008307595787007e-43,0.01979790688500541,0.026159369937739128,0.11235056896446582,,,,,0.02 (0.02; 0.03),0.11
linear,FI_0,aa_nn_cmb_ffs_mort,4,2125,,0.02089992007666642,0.0017079373025856905,12.236936358861351,2.555594937554604e-33,0.01755051132498455,0.024249328828348286,0.13815764666703856,,,,,0.02 (0.02; 0.02),0.14
linear,FI_0,aa_nn_cmb_ffs_mort,5,2075,,0.020809923987805082,0.001756931531785733,11.844470664519305,2.317325452121069e-31,0.017364383891676667,0.024255464083933496,0.14150866484790436,,,,,0.02 (0.02; 0.02),0.14
linear,FI_0,aa_nn_cmb_ffs_mort,6,2160,,0.018648679230909404,0.0016802316737029614,11.098873758170921,7.109890383018317e-28,0.015353636724195069,0.02194372173762374,0.08746037053480382,0.008332788876877792,0.00503774637016347,0.011627831383592113,7.6266432133535e-07,0.02 (0.02; 0.02),0.09
