mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_coxnetsurvivalanalysis__alphas,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
16.651289081573488,2.654736933516547,0.1002223014831543,0.0017352401398547765,[0.000549253385233822],{'coxnetsurvivalanalysis__alphas': [0.000549253385233822]},0.5010093586222589,0.5102698637065086,0.4984042560241323,0.5099347743092723,0.49967679930790576,0.5038590103940155,0.0051648755526741315,59
16.701355600357054,2.0169425657561604,0.10028553009033203,0.0018696479605156218,[0.0005242889711912326],{'coxnetsurvivalanalysis__alphas': [0.0005242889711912326]},0.5006862908534708,0.5104617898408829,0.49826310425218057,0.5106737267742825,0.499902217321242,0.5039974258084118,0.0054217670161058875,56
19.166071033477785,3.279499899130241,0.10055413246154785,0.001871546784983449,[0.0005004592282954118],{'coxnetsurvivalanalysis__alphas': [0.0005004592282954118]},0.5005153265539803,0.5111962963443258,0.49763819288621575,0.5103109581284492,0.4996359803703557,0.5038593508566653,0.005712725597700336,58
19.83489055633545,1.932695512157186,0.10095577239990235,0.001482275840162389,[0.00047771258399155784],{'coxnetsurvivalanalysis__alphas': [0.00047771258399155784]},0.500130808983596,0.5119588136890019,0.49811267489897376,0.5109632709322819,0.5008952750556691,0.5044121687119045,0.005835254838030401,53
23.271642541885377,2.940642885802839,0.10361785888671875,0.002547951552516985,[0.0004559998097770783],{'coxnetsurvivalanalysis__alphas': [0.0004559998097770783]},0.5001454109166485,0.5122000181551749,0.497086839485916,0.5114154740670726,0.500365238105392,0.5042425961460408,0.006289617289783715,55
23.285091352462768,3.7330864931220638,0.10197067260742188,0.0017130478073531527,[0.0004352739146608],{'coxnetsurvivalanalysis__alphas': [0.0004352739146608]},0.49996653723675455,0.5123255482214413,0.49722732857349233,0.5113204499225553,0.5011048528842844,0.5043889433677056,0.006207529822325957,54
21.135234355926514,3.689012518998522,0.1006838321685791,0.0018005514270609225,[0.0004154900434646215],{'coxnetsurvivalanalysis__alphas': [0.0004154900434646215]},0.4998345114254042,0.5128038073995306,0.4985129362616914,0.5110119009356524,0.5030471032262191,0.5050420518496995,0.0058242869944217625,20
24.232896471023558,4.547950810564575,0.10173077583312988,0.0017259756112929573,[0.00039660537974751286],{'coxnetsurvivalanalysis__alphas': [0.00039660537974751286]},0.4997268221691415,0.5128442675035337,0.4978416369894514,0.5112047440524667,0.5035089055346215,0.505025275249843,0.006021629602751641,21
23.991454553604125,4.811743553503301,0.10204992294311524,0.002078108617283348,[0.000378579053141769],{'coxnetsurvivalanalysis__alphas': [0.000378579053141769]},0.49961122353247533,0.5122254353999974,0.4978542279925832,0.5113277164747831,0.503599072739956,0.504923535227959,0.005903918102155974,27
24.424493169784547,5.101365905826891,0.11137399673461915,0.018853310904528013,[0.0003613720509009741],{'coxnetsurvivalanalysis__alphas': [0.0003613720509009741]},0.49943843399135324,0.5125683088454606,0.4977978998206776,0.5112354871580458,0.5042789822072079,0.505063822404549,0.005991015982300025,18
27.26559433937073,5.633168610219787,0.10410308837890625,0.00647250633398115,[0.00034494713346824656],{'coxnetsurvivalanalysis__alphas': [0.00034494713346824656]},0.49941774791952875,0.5125226615486365,0.49765873610185196,0.5115362106271649,0.5042290247015496,0.5050728761797464,0.006081710750654342,17
27.565179061889648,6.558905451500668,0.10171380043029785,0.0026238894851223203,[0.00032926875388203847],{'coxnetsurvivalanalysis__alphas': [0.00032926875388203847]},0.4995947963577912,0.5128639788362533,0.49818159407401125,0.5105719950430935,0.5040499087666284,0.5050524546155556,0.005822114626162368,19
29.483972692489623,6.250757242153891,0.10097899436950683,0.0017810461476147317,[0.0003143029808450651],{'coxnetsurvivalanalysis__alphas': [0.0003143029808450651]},0.49931005866326605,0.5133007404717752,0.497831696723821,0.5111499654279804,0.5040669674270971,0.5051318857427879,0.006184948697543379,15
30.027271366119386,7.456929490669804,0.1013667106628418,0.0022342206467280486,[0.0003000174252898709],{'coxnetsurvivalanalysis__alphas': [0.0003000174252898709]},0.4989127644014607,0.5132286384915643,0.4986454731367635,0.5110320236956678,0.5046006598046174,0.5052839119060148,0.006021406694742242,13
28.325853633880616,6.068731506503063,0.10082001686096191,0.0023471301746401936,[0.00028638117028210335],{'coxnetsurvivalanalysis__alphas': [0.00028638117028210335]},0.49827027934714757,0.513451169063582,0.49869252372741407,0.5098039763691722,0.5038543434091124,0.5048144583832856,0.006011892298736776,35
27.47715768814087,6.528559785978484,0.10146508216857911,0.001951124668236416,[0.00027336470410979164],{'coxnetsurvivalanalysis__alphas': [0.00027336470410979164]},0.4978669009465703,0.5135497257271796,0.49827171914906027,0.509540703592304,0.5043880357866327,0.5047234170403494,0.006162120965526681,47
25.766490173339843,6.544829742854808,0.10089249610900879,0.0015924340850936225,[0.0002609398564138205],{'coxnetsurvivalanalysis__alphas': [0.0002609398564138205]},0.49800440248281536,0.5136218277073904,0.4982385849302922,0.5095982770445703,0.5041790671958913,0.5047284318721919,0.006171553574109423,46
29.574710607528687,8.563360482017291,0.10105738639831544,0.0018715825572865744,[0.00024907973722137296],{'coxnetsurvivalanalysis__alphas': [0.00024907973722137296]},0.49793321805918406,0.5139958243097792,0.4983545546959803,0.5092640156420921,0.5041693193899092,0.504743386419389,0.006222038449308898,44
30.081265926361084,9.12664791257799,0.10092372894287109,0.0015615974842249415,[0.00023775867875039673],{'coxnetsurvivalanalysis__alphas': [0.00023775867875039673]},0.498268454105516,0.5140056799761389,0.4988018666493485,0.5091717863253549,0.5037294496449666,0.5047954473402649,0.00606039156145379,38
27.24157075881958,8.018606673686994,0.10032224655151367,0.002301348215273103,[0.000226952179859148],{'coxnetsurvivalanalysis__alphas': [0.000226952179859148]},0.49828974859121766,0.5138754814363337,0.49901856444009135,0.5089420514818457,0.503635017774515,0.5047521727448008,0.0059443262136666414,43
28.663378143310545,9.142925141806433,0.10042943954467773,0.0024619093177715335,[0.0002166368530205887],{'coxnetsurvivalanalysis__alphas': [0.0002166368530205887]},0.4981735415406743,0.5136104158831845,0.4991497759464127,0.5089593794140811,0.5040182283971866,0.5047822682363078,0.005854373467342237,39
27.939593172073366,9.194524575119964,0.10079622268676758,0.0019407365187158077,[0.00020679037370687953],{'coxnetsurvivalanalysis__alphas': [0.00020679037370687953]},0.4978869786045176,0.5135663247442066,0.49908814629950415,0.5089247235496102,0.5041802856716391,0.5047292917738956,0.005909923501610574,45
31.10271782875061,8.736575143491766,0.10048203468322754,0.0019547056204227537,[0.00019739143207442577],{'coxnetsurvivalanalysis__alphas': [0.00019739143207442577]},0.49785229901351774,0.5136488011100593,0.49888735293377,0.5089336669985058,0.5038494695061213,0.5046343179123949,0.0059897359493773115,51
31.26976671218872,9.173705115950384,0.10026788711547852,0.0021285055818040252,[0.00018841968684491238],{'coxnetsurvivalanalysis__alphas': [0.00018841968684491238]},0.4975620855940979,0.5135518006043079,0.4986183030773737,0.5088263456117571,0.5045263327840038,0.504616973534308,0.006054975720886839,52
30.586464405059814,11.108874157369403,0.10048394203186035,0.0014832964397828276,[0.0001798557212825172],{'coxnetsurvivalanalysis__alphas': [0.0001798557212825172]},0.4974848170316947,0.513322007962341,0.4992180324370748,0.5087184652594523,0.504484295370706,0.5046455236122538,0.005875876242300748,49
30.791671991348267,7.700656159553144,0.1025475025177002,0.0036281578712013497,[0.00017168100117202778],{'coxnetsurvivalanalysis__alphas': [0.00017168100117202778]},0.49806889435379753,0.5135678809020529,0.4992465278652153,0.5087061680172206,0.5052750861310045,0.5049729114538583,0.00580273961230392,25
29.5529794216156,5.579072944521082,0.10141234397888184,0.0014339683202349645,[0.00016387783470691764],{'coxnetsurvivalanalysis__alphas': [0.00016387783470691764]},0.4980719364231835,0.5132877724897229,0.4993412917308918,0.5085189145559661,0.5049052787415582,0.5048250387882645,0.00567353314402276,34
27.860467863082885,4.494585275778739,0.10014371871948242,0.0018708104355699723,[0.00015642933420057138],{'coxnetsurvivalanalysis__alphas': [0.00015642933420057138]},0.49809992346153426,0.5136825178633952,0.4993300260965107,0.5085300938670858,0.5046634113056272,0.5048611945188306,0.005790065571350908,31
27.086083078384398,4.2234341531936765,0.10095648765563965,0.0034755222540973725,[0.00014931937953779366],{'coxnetsurvivalanalysis__alphas': [0.00014931937953779366]},0.49769958713034296,0.5133780296448069,0.4994102109059293,0.5082679390213296,0.5048145022983499,0.5047140538001518,0.005745226881704808,48
