,coefficient
PLA2G10,-1.6672318225337874e-06
PLA2G15,0.0003585911140047528
PLA2G1B,0.0
PLA2G2A,0.0
PLA2G4A,0.0
PLA2G7,-0.0028649882870933553
PLAT,0.0007700776599599037
PLAU,-0.00015177129162309005
PLAUR,0.00015661900662119644
PLIN1,0.0006149314804202417
PLIN3,5.769636676330154e-05
PLPBP,0.0
PLTP,-0.0021966802780485862
PLXDC1,-0.00017706227316845768
PLXNA4,-0.0
PLXNB2,0.0004506593533264872
PLXNB3,0.0
PM20D1,-5.567892783319679e-05
PMVK,0.0
PNLIPRP2,0.000139555280783684
PNPT1,-0.00037203102052673015
PODXL,-0.0007959739348496401
PODXL2,-0.0007823449857394271
POLR2F,0.0
PON2,-0.0
PON3,-0.0
PPCDC,-0.0001534135249667025
PPIB,-0.0
PPM1A,-0.0
PPME1,0.0
PPP1R12A,0.0007167303884022597
PPP1R2,0.0
PPP1R9B,0.0
PPP3R1,0.00031589461126271345
PPY,-0.001159194066148061
PQBP1,0.0
PRCP,0.0
PRDX1,-0.0
PRDX3,0.0
PRDX5,0.00014806672264288992
PRDX6,-0.000536910336049797
PREB,-0.00020408433738092189
PRELP,-0.0
PRKAB1,-0.0006210441061693098
PRKAR1A,-0.0
PRKCQ,-0.0
PRKRA,0.0007954807147956885
PRL,0.0008134532613122056
PROC,0.001460388842014281
PROK1,-0.00014296125807012315
PRSS2,0.0
PRSS27,-0.0015980118905643756
PRSS8,-0.0001782437766500407
PRTFDC1,-0.0
PRTG,0.00014801886611395842
PSG1,-0.0
PSIP1,0.0016969854790713278
PSMA1,-0.00019128599150195231
PSMD9,0.0
PSME1,-0.0
PSME2,-0.0002910443400269844
PSMG3,-0.0
PSPN,0.0002047693472158595
PSRC1,0.0
PTEN,0.0005208225858884739
PTGDS,0.0002104784003150017
PTH1R,6.649773626757596e-05
PTK7,0.0
PTN,0.0005871092151934567
PTPN1,-0.0
PTPN6,-0.001229519438834278
PTPRF,-0.0018537632197622627
PTPRM,-0.0
PTPRN2,0.0007586387966296172
PTPRS,0.0007156157503910711
PTS,-0.0
PTX3,0.0
PVALB,-0.0
PVR,-0.0003840520471352026
PXN,-0.0003052641521238119
QDPR,2.2051997039172523e-05
QPCT,-0.0005245548891151692
RAB37,0.0
RAB6A,-0.0002850195627194712
RAB6B,0.0003957845567617142
RABEPK,-6.578538295405128e-05
RABGAP1L,-0.0
RAD23B,0.0006279504347532098
RANGAP1,-0.0
RARRES1,-0.00033915095492520193
RARRES2,0.0003834526360525154
RASA1,0.0
RASSF2,0.0007015337639928772
RBKS,-0.00037433889680550084
RBP2,-0.0016063973088589003
RBP5,0.0014833153450652845
RCOR1,0.0
REG1A,0.0
REG1B,0.00033399472747832487
REG3A,-0.00034002681814334496
REG4,-5.277651231119595e-05
RELT,-0.0017232184147426622
REN,0.003990636578893562
RET,0.000407869268869031
RETN,-0.0004542233975343535
RGMA,-0.0006998759576332218
RGMB,-0.0010037289183227383
RGS8,-0.0
RHOC,-0.0016435908415581562
RILP,3.353708158410397e-05
RNASE3,0.00029529500689498724
RNASET2,0.0006772803783234928
RNF41,0.0
ROBO1,0.0008661929177112113
ROBO2,0.00016060700610655526
ROR1,-0.0
RP2,0.0009891659805070995
RRM2,0.0006827663705590316
RRM2B,-0.004363377202572486
RSPO1,-0.0017375308273541602
RSPO3,-0.0018044321186105122
RTBDN,0.0004902119471969291
RTN4R,0.0006187814531380786
RUVBL1,0.0
RWDD1,-0.0
S100A11,-0.0011126843643587743
S100A12,-0.0003917679910669539
S100A16,0.0005036878615213667
S100A4,-0.0006683896393900512
S100P,0.0
SAMD9L,-0.0
SCAMP3,0.0
SCARA5,-0.0
SCARB1,-0.0
SCARB2,-0.0010263150514932394
SCARF1,0.0
SCARF2,-0.0
SCG2,-0.0005397589885030485
SCG3,0.0013203518859114664
SCGB1A1,-0.00226230383148083
SCGB3A2,0.00023125278569171377
SCGN,0.0007068258738747908
SCLY,-1.4865123320144782e-05
SCP2,-0.0
SCRN1,7.535635571980093e-05
SDC1,-0.0
SDC4,-9.952082413894481e-05
SELE,-0.0
SELP,0.00029389708423586535
SELPLG,-0.0003014898064267227
SEMA3F,-0.0015252292266638373
SEMA4C,0.0
SEMA4D,-0.00013775945653739358
SEMA7A,-0.00019802722372524605
SEPTIN9,0.0
SERPINA11,-0.0014100057798152002
SERPINA9,-0.0004497772071761917
SERPINB1,-0.0019436829302376865
SERPINB5,0.0
SERPINB6,0.0
SERPINB8,-0.0001314361224829774
SERPINB9,0.0
SERPINE1,0.0
SESTD1,-0.0
SETMAR,0.0008102904502667913
SEZ6L,0.0003210761096041449
SEZ6L2,0.0
SF3B4,0.0
SFRP1,0.0015932696201462356
SFTPA1,-0.00045247561612660257
SFTPA2,0.0
SFTPD,0.00018865152141497724
SH2B3,0.0
SH2D1A,-0.0002730686968619056
SHMT1,0.00043490106618791985
SIAE,-0.00041193268505777684
SIGLEC1,0.0002813558834629756
SIGLEC10,-0.0
SIGLEC15,-0.00011896079515282207
SIGLEC5,-0.00044830149131428197
SIGLEC6,-0.00016646820124758806
SIGLEC7,0.00030676374530387053
SIGLEC9,0.00042984636192428406
SIRPA,0.0003527597715120003
SIRPB1,0.0
SIRT2,0.0
SIRT5,0.00026297863650559766
SIT1,0.0014848745018285277
SKAP1,-0.001383351973548509
SKAP2,0.0
SLAMF1,0.0004802328179797958
SLAMF6,-0.0002841649843501511
SLAMF7,0.0001161800370284583
SLAMF8,-2.15419017024433e-05
SLC16A1,0.0009924498917853763
SLC27A4,-0.0
SLC39A14,-0.0008255280696148152
SLC39A5,-0.00025242167031088787
SLIT2,0.00022980914078963606
SLITRK2,0.0
SLITRK6,-0.0004609722326658222
SMAD1,0.0
SMAD5,-5.115812152429937e-05
SMARCA2,0.0
SMOC1,0.001204096724535177
SMOC2,-0.0012772387371830789
SMPD1,0.00048032188490026127
SMPDL3A,0.0
SNAP23,-0.0
SNAP29,-0.0
SNCG,0.0
SNX9,-0.0
SOD2,0.003955162043865243
SORCS2,-0.00026683909708642614
SORD,-0.0
SORT1,-0.00026136524775045573
SOST,-0.0011243697018904159
SPARC,-0.0
SPARCL1,-0.0002888111870601583
SPINK1,0.00017019046570880891
SPINK4,-0.00015688804626637904
SPINK5,-0.0011615244872637258
SPINK6,0.00038874018472897647
SPINT1,-0.0
SPINT2,0.00022635825526527278
SPOCK1,0.0012427576318206728
SPON1,0.00022458000326821339
SPON2,0.0003499201743546851
SPP1,0.0005855626390950874
SPRY2,-0.0
SRC,-0.0
SRP14,-0.0018012357732595612
SRPK2,0.0
SSB,-0.0
SSC4D,-0.0
SSC5D,0.001108688841923212
ST3GAL1,-0.0
ST6GAL1,-0.0
STAMBP,0.0
STAT5B,0.0
STC1,-0.0008988102122896974
STC2,-0.0
STIP1,0.0
STK11,-0.0
STK24,0.0
STK4,-0.0
STX16,0.00012728206874396228
STX4,0.0
STX6,-0.0
STX8,-0.0002422955634691783
STXBP3,-0.0005704792302225841
SUGT1,0.0
SULT1A1,0.00012967876002185967
SULT2A1,-0.0013355558234867226
SUMF2,-0.0015829878746861953
SUSD1,-0.0
SUSD2,-0.0
TACC3,0.0
TAFA5,0.001235736200765584
TANK,0.0
TARBP2,0.0
TBC1D17,-0.0
TBC1D23,-0.0
TBC1D5,0.0
TBCB,0.0
TBCC,-0.0
TBL1X,-0.0010899219272094635
TCL1A,0.00020858181253000804
TCL1B,0.0
TCN2,-0.00048418400887393324
TDGF1,0.00016632952312417684
TDRKH,-0.0
TEK,-0.00011500782238782779
TFF1,-0.001656527494393937
TFF2,0.0002657065622033516
TFF3,-0.0
TFPI,-0.0019101005277661874
TFPI2,0.0
TFRC,0.0
TGFA,0.00047315863387689975
TGFB1,-0.0
TGFBI,-0.001110798592895302
TGFBR2,0.0013085133708293523
TGFBR3,0.0
TGM2,-0.0
THBD,0.0
THBS2,-0.0
THBS4,0.0010405389505204123
THOP1,-0.0
THPO,0.0010199533729702429
THY1,-0.0
TIA1,0.0
TIE1,-0.00036108100976982673
TIGAR,0.0
TIMD4,0.0008150275747914357
TIMP1,-0.0
TIMP3,0.0
TIMP4,-0.0
TINAGL1,0.0
TJAP1,0.0
TLR3,0.00016315886860187792
TMPRSS15,0.0
TMPRSS5,0.0
TMSB10,-0.0003200382538480616
TNC,0.0010738110441638389
TNF,0.000525224999936529
TNFAIP8,-0.0
TNFRSF10A,0.0
TNFRSF10B,8.926459016681448e-05
TNFRSF10C,-0.0004867904320625664
TNFRSF11A,-0.0
TNFRSF11B,-0.0013473338767855721
TNFRSF12A,0.00021544545070249137
TNFRSF13B,-0.0007082749107397289
TNFRSF13C,-0.0011156599729806136
TNFRSF14,0.0
TNFRSF19,-0.0
TNFRSF1A,-4.3265288425830847e-05
TNFRSF1B,0.0008891298967332094
TNFRSF21,-9.869028662475601e-05
TNFRSF4,0.0
TNFRSF6B,-4.25639331981502e-05
TNFRSF8,-0.001442992347991859
TNFRSF9,0.0
TNFSF10,-0.00020666644335992849
TNFSF11,-0.0016556319363157342
TNFSF12,-0.00016433134579820334
TNFSF13,0.00033610207251257707
TNFSF13B,0.0010539811613310653
TNFSF14,0.0
TNNI3,-0.00012801364478209448
TNR,-0.0019847865191039075
TNXB,0.0003192333167865623
TP53,-0.0
TP53INP1,0.00021254744195013748
TPMT,-0.0007973168218229395
TPP1,-8.546868926968812e-05
TPPP3,5.775413883614255e-05
TPSAB1,-0.0
TPT1,-0.0007019518619377536
TRAF2,-9.006915848939475e-05
TREM2,0.0
TREML2,-0.0014242031311321466
TRIAP1,-0.0
TRIM21,-0.0005931738161293784
TRIM5,0.0016880236819104665
TSHB,-0.003302007489803267
TSLP,1.0134375799862129e-05
TSPAN1,-0.00013485584803246627
TST,-0.0006595111968970731
TXLNA,0.0
TXNDC15,1.2782254317801919e-05
TXNDC5,-0.0
TXNRD1,-0.0024610473165859728
TYMP,-0.0005184068850893971
TYRO3,2.4395449950938954e-05
UBAC1,-4.71592563356319e-05
ULBP2,-0.0
UMOD,-0.0
USO1,0.0
USP8,0.0
UXS1,0.0003677626366214605
VAMP5,-0.0019164253765823164
VASH1,0.0
VASN,0.0005235972362596159
VAT1,0.0006036715939641483
VCAM1,0.0009758884469536787
VCAN,0.0001081396064744105
VEGFA,4.022627823118815e-05
VEGFC,-0.0008940930062587477
VEGFD,0.0
VIM,-4.852520520389852e-05
VMO1,-0.0003042693186081831
VNN2,-8.107069416903345e-05
VPS37A,-0.0
VPS53,-0.0
VSIG4,-0.00015256808991507648
VSIR,-0.0
VSTM1,0.00012290824745424378
VSTM2L,0.0008710329018385938
VTA1,-0.0003673602340749489
VTCN1,-0.0008414632627492663
VWA1,-0.0018248761149504934
VWC2,0.001829630248492524
VWF,0.0006068227492584069
WARS,-0.0010671961116131318
WAS,5.877472518673934e-05
WASF1,-0.00032857089252198187
WASF3,-0.0
WFDC12,-0.00046945906570780446
WFIKKN1,-4.533536563944515e-05
WFIKKN2,-0.0005330330507190919
WIF1,-0.00016387171008787465
WNT9A,-0.0
WWP2,-0.0
XCL1,0.00023703934175058113
XG,-0.0
XPNPEP2,-0.0009615362957610052
XRCC4,-0.00023554612234155217
YES1,0.0
YTHDF3,0.0
ZBTB16,0.00010339494658674706
ZBTB17,0.000740460727286454
age,-0.004413449745854143
